street,city,state,zip,beds,baths,sq__ft,sale_date,price,latitude,longitude,s_price,n_price,s_sq__ft,n_sq__ft,b_price,p_price,d_Condo,d_Multi-Family,d_Residential,d_Unkown
2915 HOLDREGE WAY,SACRAMENTO,CA,95835,5,3,2494,2008-05-16T00:00:00Z,271077.8717948718,38.663728000000006,-121.525833,0.2920220011806548,0.30515734902429786,1.4048727483993808,0.4283751288217108,2,8,0.0,0.0,1.0,0.0
2678 BRIARTON DR,LINCOLN,CA,95648,3,2,1650,2008-05-16T00:00:00Z,276500.0,38.844116,-121.274806,0.3320710086990065,0.3112962629594028,0.4072927074227277,0.2834077636551013,2,8,0.0,0.0,1.0,0.0
294 SPARROW DR,GALT,CA,95632,4,3,2214,2008-05-16T00:00:00Z,278000.0,38.258976,-121.321266,0.3431503319840425,0.31299455753199296,1.0739220239047569,0.38028169014084506,2,8,0.0,0.0,1.0,0.0
2987 DIORITE WAY,SACRAMENTO,CA,95835,5,3,2280,2008-05-16T00:00:00Z,279000.0,38.667332,-121.528276,0.3505365475073999,0.31412675391371986,1.1519318375356324,0.3916180006870491,2,8,0.0,0.0,1.0,0.0
6326 APPIAN WAY,CARMICHAEL,CA,95608,3,2,1443,2008-05-16T00:00:00Z,280000.0,38.66266,-121.316858,0.3579227630307573,0.31525895029544665,0.1626255646713447,0.2478529714874613,2,8,0.0,0.0,1.0,0.0
6326 APPIAN WAY,CARMICHAEL,CA,95608,3,2,1443,2008-05-16T00:00:00Z,280000.0,38.66266,-121.316858,0.3579227630307573,0.31525895029544665,0.1626255646713447,0.2478529714874613,2,8,0.0,0.0,1.0,0.0
6905 COBALT WAY,CITRUS HEIGHTS,CA,95621,4,2,1582,2008-05-16T00:00:00Z,280000.0,38.691393,-121.305215,0.3579227630307573,0.31525895029544665,0.3269189600454618,0.2717279285468911,2,8,0.0,0.0,1.0,0.0
8986 HAFLINGER WAY,ELK GROVE,CA,95757,3,2,1857,2008-05-16T00:00:00Z,285000.0,38.397923,-121.450219,0.39485384064754414,0.32091993220408066,0.6519598501741106,0.3189625558227413,2,8,0.0,0.0,1.0,0.0
2916 BABSON DR,ELK GROVE,CA,95758,3,2,1735,2008-05-16T00:00:00Z,288000.0,38.417191,-121.473897,0.41701248721761625,0.3243165213492611,0.50775989164431,0.2980075575403641,2,8,0.0,0.0,1.0,0.0
10133 NEBBIOLO CT,ELK GROVE,CA,95624,4,3,2096,2008-05-16T00:00:00Z,289000.0,38.391085,-121.347231,0.4243987027409736,0.3254487177309879,0.9344499328677364,0.36001374098248023,2,8,0.0,0.0,1.0,0.0
1103 COMMONS DR,SACRAMENTO,CA,95825,3,2,1720,2008-05-16T00:00:00Z,290000.0,38.56786500000001,-121.410699,0.43178491826433096,0.3265809141127147,0.4900303885463838,0.2954311233253177,2,8,0.0,0.0,1.0,0.0
4636 TEAL BAY CT,ANTELOPE,CA,95843,4,2,2160,2008-05-16T00:00:00Z,290000.0,38.704554,-121.354753,0.43178491826433096,0.3265809141127147,1.010095812752222,0.3710065269666781,2,8,0.0,0.0,1.0,0.0
1524 YOUNGS AVE,SACRAMENTO,CA,95838,4,2,1382,2008-05-16T00:00:00Z,293996.0,38.644927,-121.43054,0.4613002354956671,0.33110517085409497,0.0905255854064444,0.2373754723462728,2,8,0.0,0.0,1.0,0.0
865 CONRAD CT,PLACERVILLE,CA,95667,3,2,0,2008-05-16T00:00:00Z,294000.0,38.729993,-120.802458,0.4613297803577605,0.3311096996396219,-1.5429526333491657,0.0,2,8,0.0,0.0,1.0,0.0
8463 TERRACOTTA CT,ELK GROVE,CA,95624,4,2,1721,2008-05-16T00:00:00Z,253029.9189189189,38.450548,-121.363002,0.15871593148346913,0.2847235220805681,0.4912123554195789,0.2956028856063209,2,7,0.0,0.0,1.0,0.0
5747 KING RD,LOOMIS,CA,95650,4,2,1328,2008-05-16T00:00:00Z,295000.0,38.825096,-121.198432,0.4687159958811178,0.3322418960213487,0.026699374253909728,0.2281003091721058,2,8,0.0,0.0,1.0,0.0
8253 KEEGAN WAY,ELK GROVE,CA,95624,0,0,0,2008-05-16T00:00:00Z,298000.0,38.446286,-121.400817,0.49087464245119,0.3356384851665291,-1.5429526333491657,0.0,2,8,0.0,0.0,1.0,0.0
9204 TROUT WAY,ELK GROVE,CA,95624,4,2,1982,2008-05-16T00:00:00Z,298000.0,38.422221,-121.375799,0.49087464245119,0.3356384851665291,0.7997057093234965,0.3404328409481278,2,8,0.0,0.0,1.0,0.0
9204 TROUT WAY,ELK GROVE,CA,95624,4,2,1982,2008-05-16T00:00:00Z,298000.0,38.422221,-121.375799,0.49087464245119,0.3356384851665291,0.7997057093234965,0.3404328409481278,2,8,0.0,0.0,1.0,0.0
1828 2ND AVE,SACRAMENTO,CA,95818,2,1,1144,2008-05-16T00:00:00Z,299000.0,38.556844,-121.490769,0.4982608579745473,0.3367706815482559,-0.19078253041398624,0.19649604946753693,2,8,0.0,0.0,1.0,0.0
1113 COMMONS DR,SACRAMENTO,CA,95825,2,2,1623,2008-05-16T00:00:00Z,167827.33333333337,38.567795,-121.410703,-0.4706087287989677,0.1882574629667999,0.3753796018464604,0.27877018206801785,1,4,0.0,0.0,1.0,0.0
2341 BIG STRIKE TRL,COOL,CA,95614,3,2,1457,2008-05-16T00:00:00Z,300000.0,38.905927,-120.975169,0.5056470734979047,0.3379028779299827,0.17917310089607594,0.25025764342150464,2,8,0.0,0.0,1.0,0.0
9452 RED SPRUCE WAY,ELK GROVE,CA,95624,6,3,2555,2008-05-16T00:00:00Z,300000.0,38.404505,-121.346938,0.5056470734979047,0.3379028779299827,1.4769727276642812,0.43885262796289937,2,8,0.0,0.0,1.0,0.0
9452 RED SPRUCE WAY,ELK GROVE,CA,95624,6,3,2555,2008-05-16T00:00:00Z,300000.0,38.404505,-121.346938,0.5056470734979047,0.3379028779299827,1.4769727276642812,0.43885262796289937,2,8,0.0,0.0,1.0,0.0
5776 TERRACE DR,ROCKLIN,CA,95765,3,2,1577,2008-05-16T00:00:00Z,300567.0,38.800539,-121.260979,0.5098350576996483,0.33854483327842183,0.3210091256794864,0.2708691171418757,2,8,0.0,0.0,1.0,0.0
5908 MCLEAN DR,ELK GROVE,CA,95757,5,3,2592,2008-05-16T00:00:00Z,303000.0,38.38912,-121.434389,0.5278057200679768,0.3412994670751631,1.5207055019724995,0.44520783236001377,2,8,0.0,0.0,1.0,0.0
8215 PEREGRINE WAY,CITRUS HEIGHTS,CA,95610,3,2,1401,2008-05-16T00:00:00Z,305000.0,38.715493,-121.26293,0.5425781511146915,0.3435638598386167,0.11298295599715108,0.2406389556853315,2,8,0.0,0.0,1.0,0.0
1104 HILLSDALE LN,LINCOLN,CA,95648,4,2,0,2008-05-16T00:00:00Z,306000.0,38.865017,-121.32302,0.5499643666380489,0.34469605622034355,-1.5429526333491657,0.0,2,8,0.0,0.0,1.0,0.0
2949 PANAMA AVE,CARMICHAEL,CA,95608,3,2,1502,2008-05-16T00:00:00Z,310000.0,38.618369,-121.326187,0.5795092287314784,0.3492248417472508,0.2323616101898548,0.2579869460666437,2,8,0.0,0.0,1.0,0.0
1356 HARTLEY WAY,FOLSOM,CA,95630,3,2,1327,2008-05-16T00:00:00Z,310000.0,38.651617,-121.131674,0.5795092287314784,0.3492248417472508,0.02551740738071464,0.2279285468911027,2,8,0.0,0.0,1.0,0.0
633 HANISCH DR,ROSEVILLE,CA,95678,4,3,1800,2008-05-16T00:00:00Z,310000.0,38.76349,-121.275881,0.5795092287314784,0.3492248417472508,0.5845877384019907,0.3091721058055651,2,8,0.0,0.0,1.0,0.0
63 ANGEL ISLAND CIR,SACRAMENTO,CA,95831,4,2,2169,2008-05-16T00:00:00Z,311518.0,38.490408,-121.54766399999998,0.5907215038959349,0.350943515854712,1.0207335146109775,0.372552387495706,2,8,0.0,0.0,1.0,0.0
1571 WILD OAK LN,LINCOLN,CA,95648,5,3,2457,2008-05-16T00:00:00Z,312000.0,38.844144,-121.274174,0.5942816597781931,0.35148923451070435,1.3611399740911627,0.4220199244245964,2,8,0.0,0.0,1.0,0.0
5222 COPPER SUNSET WAY,RANCHO CORDOVA,CA,95742,0,0,0,2008-05-16T00:00:00Z,313000.0,38.529181,-121.224755,0.6016678753015505,0.35262143089243114,-1.5429526333491657,0.0,2,8,0.0,0.0,1.0,0.0
5601 SPINDRIFT LN,ORANGEVALE,CA,95662,4,2,2004,2008-05-16T00:00:00Z,315000.0,38.668289,-121.192316,0.6164403063482653,0.3548858236558848,0.8257089805337884,0.3442116111301958,2,8,0.0,0.0,1.0,0.0
652 FIFTEEN MILE DR,ROSEVILLE,CA,95678,4,3,2212,2008-05-16T00:00:00Z,315000.0,38.775872,-121.298864,0.6164403063482653,0.3548858236558848,1.0715580901583666,0.3799381655788389,2,8,0.0,0.0,1.0,0.0
7921 DOE TRAIL WAY,ANTELOPE,CA,95843,5,3,3134,2008-05-16T00:00:00Z,315000.0,38.711927,-121.343608,0.6164403063482653,0.3548858236558848,2.1613315472442367,0.5383029886636894,2,8,0.0,0.0,1.0,0.0
4204 LUSK DR,SACRAMENTO,CA,95864,3,2,1360,2008-05-16T00:00:00Z,315000.0,38.606569,-121.368424,0.6164403063482653,0.3548858236558848,0.06452231419615251,0.23359670216420475,2,8,0.0,0.0,1.0,0.0
5321 DELTA DR,ROCKLIN,CA,95765,4,2,0,2008-05-16T00:00:00Z,315000.0,38.815493,-121.262908,0.6164403063482653,0.3548858236558848,-1.5429526333491657,0.0,2,8,0.0,0.0,1.0,0.0
5321 DELTA DR,ROCKLIN,CA,95765,4,2,0,2008-05-16T00:00:00Z,315000.0,38.815493,-121.262908,0.6164403063482653,0.3548858236558848,-1.5429526333491657,0.0,2,8,0.0,0.0,1.0,0.0
5608 ROSEDALE WAY,SACRAMENTO,CA,95822,3,2,1276,2008-05-16T00:00:00Z,320000.0,38.525115,-121.518689,0.6533713839650521,0.3605468055645188,-0.03476290315223478,0.21916867055994504,2,8,0.0,0.0,1.0,0.0
5608 ROSEDALE WAY,SACRAMENTO,CA,95822,3,2,1276,2008-05-16T00:00:00Z,320000.0,38.525115,-121.518689,0.6533713839650521,0.3605468055645188,-0.03476290315223478,0.21916867055994504,2,8,0.0,0.0,1.0,0.0
3372 BERETANIA WAY,SACRAMENTO,CA,95834,4,3,2962,2008-05-16T00:00:00Z,322000.0,38.64977,-121.53448,0.6681438150117669,0.3628111983279724,1.9580332450546816,0.5087598763311577,2,8,0.0,0.0,1.0,0.0
2422 STEFANIE DR,ROCKLIN,CA,95765,4,2,1888,2008-05-16T00:00:00Z,325000.0,38.82273,-121.26424,0.6903024615818389,0.3662077874731528,0.6886008232431583,0.32428718653383715,2,8,0.0,0.0,1.0,0.0
3232 PARKHAM DR,ROSEVILLE,CA,95747,0,0,0,2008-05-16T00:00:00Z,325500.0,38.772821,-121.364821,0.6939955693435177,0.3667738856640162,-1.5429526333491657,0.0,2,8,0.0,0.0,1.0,0.0
448 ELMWOOD CT,ROSEVILLE,CA,95678,3,2,0,2008-05-16T00:00:00Z,326951.0,38.771917,-121.304439,0.7047129680679092,0.3684167026139018,-1.5429526333491657,0.0,2,8,0.0,0.0,1.0,0.0
1214 DAWNWOOD DR,GALT,CA,95632,3,2,1548,2008-05-16T00:00:00Z,328370.0,38.290119,-121.286023,0.7151940078955533,0.3700232892795721,0.28673208635682884,0.26588801099278603,2,9,0.0,0.0,1.0,0.0
1440 EMERALD LN,LINCOLN,CA,95648,2,2,0,2008-05-16T00:00:00Z,330000.0,38.861864,-121.267478,0.7272335391986258,0.3718687693817868,-1.5429526333491657,0.0,2,9,0.0,0.0,1.0,0.0
3349 CORVINA DR,RANCHO CORDOVA,CA,95670,4,3,2109,2008-05-16T00:00:00Z,330000.0,38.580545,-121.279016,0.7272335391986258,0.3718687693817868,0.9498155022192726,0.3622466506355204,2,9,0.0,0.0,1.0,0.0
10254 JULIANA WAY,SACRAMENTO,CA,95827,4,2,2484,2008-05-16T00:00:00Z,331200.0,38.56803,-121.309966,0.7360969978266546,0.37322740503985896,1.39305307966743,0.42665750601167984,2,9,0.0,0.0,1.0,0.0
149 OPUS CIR,SACRAMENTO,CA,95834,4,3,2258,2008-05-16T00:00:00Z,332000.0,38.6354,-121.53499,0.7420059702453405,0.3741331621452404,1.1259285663253404,0.3878392305049811,2,9,0.0,0.0,1.0,0.0
580 REGENCY PARK CIR,SACRAMENTO,CA,95835,3,3,2212,2008-05-16T00:00:00Z,334000.0,38.674864,-121.4958,0.7567784012920553,0.376397554908694,1.0715580901583666,0.3799381655788389,2,9,0.0,0.0,1.0,0.0
5544 CAMAS CT,ORANGEVALE,CA,95662,3,2,1616,2008-05-16T00:00:00Z,335000.0,38.667703,-121.209456,0.7641646168154127,0.3775297512904208,0.3671058337340947,0.2775678461009962,2,9,0.0,0.0,1.0,0.0
5102 ARCHCREST WAY,SACRAMENTO,CA,95835,4,2,2372,2008-05-16T00:00:00Z,341000.0,38.66841,-121.494639,0.8084819099555569,0.3843229295807816,1.2606727898695804,0.4074201305393336,2,9,0.0,0.0,1.0,0.0
5725 BALFOR RD,ROCKLIN,CA,95765,5,3,2606,2008-05-16T00:00:00Z,346375.0,38.807816,-121.270008,0.8481828183936028,0.3904084851325632,1.5372530381972307,0.447612504294057,2,9,0.0,0.0,1.0,0.0
7697 ROSEHALL DR,ROSEVILLE,CA,95678,5,3,0,2008-05-16T00:00:00Z,347225.0,38.79218,-121.28595,0.8544611015884566,0.39137085205703104,-1.5429526333491657,0.0,2,9,0.0,0.0,1.0,0.0
7697 ROSEHALL DR,ROSEVILLE,CA,95678,5,3,0,2008-05-16T00:00:00Z,347225.0,38.79218,-121.28595,0.8544611015884566,0.39137085205703104,-1.5429526333491657,0.0,2,9,0.0,0.0,1.0,0.0
4821 HUTSON WAY,ELK GROVE,CA,95757,5,3,2877,2008-05-16T00:00:00Z,349000.0,38.386239,-121.448159,0.8675716341424159,0.3933805006345961,1.8575660608330995,0.4941600824458949,2,9,0.0,0.0,1.0,0.0
4509 WINJE DR,ANTELOPE,CA,95843,3,2,2960,2008-05-16T00:00:00Z,350000.0,38.709513,-121.359357,0.8749578496657733,0.3945126970163229,1.955669311308292,0.5084163517691515,2,9,0.0,0.0,1.0,0.0
1965 LAURELHURST LN,LINCOLN,CA,95648,2,2,0,2008-05-16T00:00:00Z,350000.0,38.853869,-121.271742,0.8749578496657733,0.3945126970163229,-1.5429526333491657,0.0,2,9,0.0,0.0,1.0,0.0
6709 ROSE BRIDGE DR,ROSEVILLE,CA,95678,3,2,2172,2008-05-16T00:00:00Z,350000.0,38.792461,-121.27571100000002,0.8749578496657733,0.3945126970163229,1.024279415230563,0.3730676743387152,2,9,0.0,0.0,1.0,0.0
6709 ROSE BRIDGE DR,ROSEVILLE,CA,95678,3,2,2172,2008-05-16T00:00:00Z,350000.0,38.792461,-121.27571100000002,0.8749578496657733,0.3945126970163229,1.024279415230563,0.3730676743387152,2,9,0.0,0.0,1.0,0.0
281 SPYGLASS HL,ROSEVILLE,CA,95678,3,2,2100,2008-05-16T00:00:00Z,350000.0,38.76215300000001,-121.283451,0.8749578496657733,0.3945126970163229,0.9391778003605168,0.36070079010649264,2,9,1.0,0.0,0.0,0.0
281 SPYGLASS HL,ROSEVILLE,CA,95678,3,2,2100,2008-05-16T00:00:00Z,350000.0,38.76215300000001,-121.283451,0.8749578496657733,0.3945126970163229,0.9391778003605168,0.36070079010649264,2,9,1.0,0.0,0.0,0.0
7709 RIVER VILLAGE DR,SACRAMENTO,CA,95831,3,2,1795,2008-05-16T00:00:00Z,351000.0,38.483212,-121.54019,0.8823440651891306,0.3956448933980497,0.5786779040360153,0.3083132944005497,2,9,0.0,0.0,1.0,0.0
4165 BRISBANE CIR,EL DORADO HILLS,CA,95762,3,2,0,2008-05-16T00:00:00Z,356200.0,38.686067,-121.073413,0.9207523859105888,0.40153231458302907,-1.5429526333491657,0.0,3,9,0.0,0.0,1.0,0.0
506 BEDFORD CT,ROSEVILLE,CA,95661,4,2,2295,2008-05-16T00:00:00Z,360000.0,38.733985,-121.236766,0.9488200048993468,0.4058346608335909,1.1696613406335588,0.3941944349020955,3,9,0.0,0.0,1.0,0.0
9048 PINTO CANYON WAY,ROSEVILLE,CA,95747,4,3,2577,2008-05-16T00:00:00Z,367463.0,38.792493,-121.331899,1.003943331350163,0.4142842424304181,1.5029759988745732,0.4426313981449674,3,9,0.0,0.0,1.0,0.0
2274 IVY BRIDGE DR,ROSEVILLE,CA,95747,0,0,0,2008-05-16T00:00:00Z,375000.0,38.778561,-121.362008,1.0596132377497076,0.42281760655949296,-1.5429526333491657,0.0,3,9,0.0,0.0,1.0,0.0
14004 WALNUT AVE,WALNUT GROVE,CA,95690,3,1,1727,2008-05-16T00:00:00Z,380000.0,38.24765900000001,-121.515129,1.0965443153664944,0.42847858846812703,0.4983041566587494,0.2966334592923394,3,9,0.0,0.0,1.0,0.0
14004 WALNUT AVE,WALNUT GROVE,CA,95690,3,1,1727,2008-05-16T00:00:00Z,380000.0,38.24765900000001,-121.515129,1.0965443153664944,0.42847858846812703,0.4983041566587494,0.2966334592923394,3,9,0.0,0.0,1.0,0.0
6905 FRANKFORT CT,ELK GROVE,CA,95758,3,2,1485,2008-05-16T00:00:00Z,380578.0,38.429139,-121.423444,1.1008135479389949,0.4291329979767651,0.21226817334553835,0.2550669872895912,3,9,0.0,0.0,1.0,0.0
6905 FRANKFORT CT,ELK GROVE,CA,95758,3,2,1485,2008-05-16T00:00:00Z,380578.0,38.429139,-121.423444,1.1008135479389949,0.4291329979767651,0.21226817334553835,0.2550669872895912,3,9,0.0,0.0,1.0,0.0
3621 WINTUN DR,CARMICHAEL,CA,95608,3,2,1655,2008-05-16T00:00:00Z,386222.0,38.629929,-121.323086,1.142501348352824,0.4355231143552312,0.4132025417887032,0.2842665750601168,3,9,0.0,0.0,1.0,0.0
201 KIRKLAND CT,LINCOLN,CA,95648,0,0,0,2008-05-16T00:00:00Z,389000.0,38.867125,-121.31908500000002,1.1630202550767108,0.4386683559036682,-1.5429526333491657,0.0,3,9,0.0,0.0,1.0,0.0
201 KIRKLAND CT,LINCOLN,CA,95648,0,0,0,2008-05-16T00:00:00Z,389000.0,38.867125,-121.31908500000002,1.1630202550767108,0.4386683559036682,-1.5429526333491657,0.0,3,9,0.0,0.0,1.0,0.0
12075 APPLESBURY CT,RANCHO CORDOVA,CA,95742,0,0,0,2008-05-16T00:00:00Z,390000.0,38.5357,-121.2249,1.170406470600068,0.4398005522853951,-1.5429526333491657,0.0,3,9,0.0,0.0,1.0,0.0
1975 SIDESADDLE WAY,ROSEVILLE,CA,95661,3,2,2049,2008-05-16T00:00:00Z,395500.0,38.737872,-121.249025,1.2110306559785335,0.4460276323848924,0.8788974898275673,0.3519409137753349,3,9,0.0,0.0,1.0,0.0
5420 ALMOND FALLS WAY,RANCHO CORDOVA,CA,95742,0,0,0,2008-05-16T00:00:00Z,396000.0,38.52738400000001,-121.233531,1.2147237637402124,0.4465937305757558,-1.5429526333491657,0.0,3,9,0.0,0.0,1.0,0.0
9677 PILLITERI CT,ELK GROVE,CA,95757,5,3,2875,2008-05-16T00:00:00Z,397000.0,38.405571,-121.445186,1.2221099792635697,0.44772592695748265,1.855202127086709,0.4938165578838887,3,9,0.0,0.0,1.0,0.0
1515 EL CAMINO VERDE DR,LINCOLN,CA,95648,0,0,0,2008-05-16T00:00:00Z,80521.0,38.904869,-121.32075,-1.1154721233530478,0.08940954826496565,-1.5429526333491657,0.0,1,1,0.0,0.0,1.0,0.0
556 PLATT CIR,EL DORADO HILLS,CA,95762,4,2,2199,2008-05-16T00:00:00Z,400000.0,38.656299,-121.079783,1.2442686258336415,0.451122516102663,1.0561925208068303,0.3777052559257987,3,9,0.0,0.0,1.0,0.0
1792 DIAMOND WOODS CIR,ROSEVILLE,CA,95747,4,3,0,2008-05-16T00:00:00Z,412500.0,38.808581,-121.32785,1.3365963198756092,0.4652749708742481,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
1124 PERKINS WAY,SACRAMENTO,CA,95818,2,1,1304,2008-05-16T00:00:00Z,413500.0,38.551611,-121.504437,1.3439825353989665,0.4664071672559749,-0.001667830702772357,0.2239780144280316,3,10,0.0,0.0,1.0,0.0
4748 SALEM WAY,CARMICHAEL,CA,95608,3,2,2334,2008-05-16T00:00:00Z,415000.0,38.634111,-121.353376,1.3550618586840024,0.4681054618285651,1.2157580486881672,0.4008931638612161,3,10,0.0,0.0,1.0,0.0
1484 RADCLIFFE WAY,AUBURN,CA,95603,4,3,2278,2008-05-16T00:00:00Z,420454.0,38.935579,-121.079018,1.3953462781483934,0.4742804608945031,1.149567903789242,0.39127447612504296,3,10,0.0,0.0,1.0,0.0
1484 RADCLIFFE WAY,AUBURN,CA,95603,4,3,2278,2008-05-16T00:00:00Z,420454.0,38.935579,-121.079018,1.3953462781483934,0.4742804608945031,1.149567903789242,0.39127447612504296,3,10,0.0,0.0,1.0,0.0
51 AIKEN WAY,SACRAMENTO,CA,95819,3,1,1493,2008-05-16T00:00:00Z,425000.0,38.579326,-121.44252,1.428924013917576,0.4794274256458331,0.22172390833109906,0.256441085537616,3,10,0.0,0.0,1.0,0.0
51 AIKEN WAY,SACRAMENTO,CA,95819,3,1,1493,2008-05-16T00:00:00Z,425000.0,38.579326,-121.44252,1.428924013917576,0.4794274256458331,0.22172390833109906,0.256441085537616,3,10,0.0,0.0,1.0,0.0
2818 KNOLLWOOD DR,CAMERON PARK,CA,95682,3,2,0,2008-05-16T00:00:00Z,425000.0,38.669805,-120.999007,1.428924013917576,0.4794274256458331,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
1536 STONEY CROSS LN,LINCOLN,CA,95648,0,0,0,2008-05-16T00:00:00Z,80521.0,38.860007,-121.310946,-1.1154721233530478,0.08940954826496565,-1.5429526333491657,0.0,1,1,0.0,0.0,1.0,0.0
509 CASTILLIAN CT,ROSEVILLE,CA,95747,5,3,0,2008-05-16T00:00:00Z,438000.0,38.804773,-121.341195,1.5249448157212218,0.4941459786082816,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
509 CASTILLIAN CT,ROSEVILLE,CA,95747,5,3,0,2008-05-16T00:00:00Z,438000.0,38.804773,-121.341195,1.5249448157212218,0.4941459786082816,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
700 HUNTER PL,FOLSOM,CA,95630,5,3,2787,2008-05-16T00:00:00Z,441000.0,38.66051,-121.163689,1.547103462291294,0.49754256775346206,1.7511890422455414,0.4787014771556166,3,10,0.0,0.0,1.0,0.0
1240 FAY CIR,SACRAMENTO,CA,95831,5,3,2824,2008-05-16T00:00:00Z,445000.0,38.506371,-121.514456,1.5766483243847236,0.5020713532803692,1.7949218165537597,0.485056681552731,3,10,0.0,0.0,1.0,0.0
1113 SANDWICK WAY,FOLSOM,CA,95630,4,3,3261,2008-05-16T00:00:00Z,446000.0,38.673882,-121.105077,1.5840345399080809,0.503203549662096,2.3114413401400125,0.5601167983510821,3,10,0.0,0.0,1.0,0.0
3108 DELWOOD WAY,SACRAMENTO,CA,95821,4,2,2053,2008-05-16T00:00:00Z,154000.0,38.621566,-121.370882,-0.5727403929122715,0.17260220619786942,0.8836253573203476,0.3526279628993473,1,3,0.0,0.0,1.0,0.0
3212 CORNICHE LN,ROSEVILLE,CA,95661,4,3,2379,2008-05-16T00:00:00Z,455000.0,38.750577,-121.232768,1.6505104796182972,0.5133933170976372,1.268946557981946,0.4086224665063552,3,10,0.0,0.0,1.0,0.0
2159 BECKETT DR,EL DORADO HILLS,CA,95762,3,2,0,2008-05-16T00:00:00Z,460000.0,38.680092,-121.036467,1.6874415572350838,0.5190542990062712,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
4320 FOUR SEASONS RD,PLACERVILLE,CA,95667,3,2,0,2008-05-16T00:00:00Z,475000.0,38.690867,-120.693641,1.7982347900854443,0.5360372447321733,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
6401 MARSHALL RD,GARDEN VALLEY,CA,95633,3,2,0,2008-05-16T00:00:00Z,490000.0,38.84255,-120.8754,1.9090280229358048,0.5530201904580754,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
6401 MARSHALL RD,GARDEN VALLEY,CA,95633,3,2,0,2008-05-16T00:00:00Z,490000.0,38.84255,-120.8754,1.9090280229358048,0.5530201904580754,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
2089 BECKETT DR,EL DORADO HILLS,CA,95762,4,2,0,2008-05-16T00:00:00Z,493000.0,38.681778,-121.03583799999998,1.9311866695058773,0.5564167796032558,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
6196 EDGEHILL DR,EL DORADO HILLS,CA,95762,5,4,0,2008-05-16T00:00:00Z,508000.0,38.676131,-121.038931,2.0419799023562377,0.5733997253291578,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
200 HILLSFORD CT,ROSEVILLE,CA,95747,0,0,0,2008-05-16T00:00:00Z,511000.0,38.780051,-121.378718,2.064138548926309,0.5767963144743382,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
8217 PLUMERIA AVE,FAIR OAKS,CA,95628,3,2,3173,2008-05-16T00:00:00Z,525000.0,38.650735,-121.258628,2.1675455662533127,0.5926470638185134,2.2074282552988453,0.54500171762281,3,10,0.0,0.0,1.0,0.0
4841 VILLAGE GREEN DR,EL DORADO HILLS,CA,95762,4,3,0,2008-05-16T00:00:00Z,495267.09090909094,38.664066,-121.056735,1.947931891571467,0.5589835717275743,-1.5429526333491657,0.0,3,10,0.0,0.0,1.0,0.0
3863 LAS PASAS WAY,SACRAMENTO,CA,95864,3,1,1348,2008-05-16T00:00:00Z,545000.0,38.588936,-121.373606,2.3152698767204605,0.6152909914530496,0.050338711717811464,0.23153555479216764,4,10,0.0,0.0,1.0,0.0
820 DANA CT,AUBURN,CA,95603,4,3,0,2008-05-16T00:00:00Z,362484.66666666674,38.865246,-121.094869,0.9671722884030496,0.4086477914433882,-1.5429526333491657,0.0,3,9,0.0,0.0,1.0,0.0
1165 37TH ST,SACRAMENTO,CA,95816,2,1,1252,2008-05-16T00:00:00Z,575000.0,38.568438,-121.457854,2.5368563424211814,0.6492568829048536,-0.06313010810891688,0.21504637581587085,4,10,0.0,0.0,1.0,0.0
203 CASCADE FALLS DR,FOLSOM,CA,95630,4,3,3229,2008-05-16T00:00:00Z,575000.0,38.703962,-121.1871,2.5368563424211814,0.6492568829048536,2.27361840019777,0.5546204053589832,4,10,0.0,0.0,1.0,0.0
9880 IZILDA CT,SACRAMENTO,CA,95829,5,4,3863,2008-05-16T00:00:00Z,598695.0,38.45326,-121.32573,2.7118727192471344,0.6760842761698702,3.022985397803456,0.6635176915149433,4,10,0.0,0.0,1.0,0.0
9880 IZILDA CT,SACRAMENTO,CA,95829,5,4,3863,2008-05-16T00:00:00Z,598695.0,38.45326,-121.32573,2.7118727192471344,0.6760842761698702,3.022985397803456,0.6635176915149433,4,10,0.0,0.0,1.0,0.0
1800 AVONDALE DR,ROSEVILLE,CA,95747,5,3,0,2008-05-16T00:00:00Z,600000.0,38.798448,-121.344054,2.721511730505116,0.6775617924480237,-1.5429526333491657,0.0,4,10,0.0,0.0,1.0,0.0
4620 BROMWICH CT,ROCKLIN,CA,95677,4,3,0,2008-05-16T00:00:00Z,600000.0,38.772672,-121.220232,2.721511730505116,0.6775617924480237,-1.5429526333491657,0.0,4,10,0.0,0.0,1.0,0.0
