index,street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,train
958,8652 BANTON CIR,ELK GROVE,95624,CA,4,2,1740,Residential,2008-05-15,211500,38.444,-121.370993,True
959,8428 MISTY PASS WAY,ANTELOPE,95843,CA,3,2,1517,Residential,2008-05-15,212000,38.722959,-121.347115,True
960,7958 ROSEVIEW WAY,SACRAMENTO,95828,CA,3,2,1450,Residential,2008-05-15,213000,38.467836,-121.410366,True
961,9020 LUKEN CT,ELK GROVE,95624,CA,3,2,1416,Residential,2008-05-15,216000,38.451398,-121.366614,True
962,7809 VALLECITOS WAY,SACRAMENTO,95828,CA,3,1,888,Residential,2008-05-15,216021,38.508217,-121.411207,True
963,8445 OLD AUBURN RD,CITRUS HEIGHTS,95610,CA,3,2,1882,Residential,2008-05-15,219000,38.715423,-121.246743,True
964,10085 ATKINS DR,ELK GROVE,95757,CA,3,2,1302,Residential,2008-05-15,219794,38.390893,-121.437821,True
965,9185 CERROLINDA CIR,ELK GROVE,95758,CA,3,2,1418,Residential,2008-05-15,220000,38.424497,-121.426595,True
966,9197 CORTINA CIR,ROSEVILLE,95678,CA,3,2,0,Condo,2008-05-15,220000,38.793152,-121.290025,True
967,5429 HESPER WAY,CARMICHAEL,95608,CA,4,2,1319,Residential,2008-05-15,220000,38.665104,-121.315901,True
968,1178 WARMWOOD CT,GALT,95632,CA,4,2,1770,Residential,2008-05-15,220000,38.289544,-121.284607,True
974,7540 HICKORY AVE,ORANGEVALE,95662,CA,3,1,1456,Residential,2008-05-15,225000,38.703056,-121.235221,True
975,5024 CHAMBERLIN CIR,ELK GROVE,95757,CA,3,2,1450,Residential,2008-05-15,228000,38.389756,-121.446246,True
976,2400 INVERNESS DR,LINCOLN,95648,CA,3,2,1358,Residential,2008-05-15,229027,38.897814,-121.324691,True
977,5 BISHOPGATE CT,SACRAMENTO,95823,CA,4,2,1329,Residential,2008-05-15,229500,38.467936,-121.445477,True
978,5601 REXLEIGH DR,SACRAMENTO,95823,CA,4,2,1715,Residential,2008-05-15,230000,38.445342,-121.441504,True
979,1909 YARNELL WAY,ELK GROVE,95758,CA,3,2,1262,Residential,2008-05-15,230000,38.417382,-121.484325,True
980,9169 GARLINGTON CT,SACRAMENTO,95829,CA,4,3,2280,Residential,2008-05-15,232425,38.457679,-121.35962,True
981,6932 RUSKUT WAY,SACRAMENTO,95823,CA,3,2,1477,Residential,2008-05-15,234000,38.499893,-121.45889,True
982,7933 DAFFODIL WAY,CITRUS HEIGHTS,95610,CA,3,2,1216,Residential,2008-05-15,235000,38.708824,-121.256803,True
983,8304 RED FOX WAY,ELK GROVE,95758,CA,4,2,1685,Residential,2008-05-15,235301,38.417,-121.397424,True
984,3882 YELLOWSTONE LN,EL DORADO HILLS,95762,CA,3,2,1362,Residential,2008-05-15,235738,38.655245,-121.075915,True
