street,zip,state,city,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,price_mean,price_median,n_price_mean,s_price_mean,n_sq__ft,s_sq__ft
8316 NORTHAM DR,95843,CA,ANTELOPE,3,2,1235,Residential,2008-05-16T00:00:00Z,246544.0,38.720767,-121.376678,246544.0,246544.0,0.2773801881483947,0.09357828688944402,0.21212641703881827,-0.09574233142968509
4240 WINJE DR,95843,CA,ANTELOPE,4,2,2504,Residential,2008-05-16T00:00:00Z,246750.0,38.70884,-121.359559,246750.0,246750.0,0.27761342060303046,0.09510177206901976,0.43009275163174165,1.3908814522304678
3569 SODA WAY,95834,CA,SACRAMENTO,0,0,0,Residential,2008-05-16T00:00:00Z,247000.0,38.63113900000001,-121.501879,247000.0,247000.0,0.27789646969846216,0.0969506618500583,0.0,-1.5425353754173043
5118 ROBANDER ST,95608,CA,CARMICHAEL,3,2,1676,Residential,2008-05-16T00:00:00Z,247000.0,38.657267,-121.310352,247000.0,247000.0,0.27789646969846216,0.0969506618500583,0.2878735829611817,0.42088579196994247
5976 KYLENCH CT,95621,CA,CITRUS HEIGHTS,3,2,1367,Residential,2008-05-16T00:00:00Z,249000.0,38.708966,-121.32467,249000.0,249000.0,0.28016086246191574,0.11174178009836652,0.23479903813122638,0.05889465788721023
9247 DELAIR WAY,95758,CA,ELK GROVE,4,3,1899,Residential,2008-05-16T00:00:00Z,249000.0,38.422241,-121.458022,249000.0,249000.0,0.28016086246191574,0.11174178009836652,0.3261765716248712,0.6821285845280308
9054 DESCENDANT DR,95758,CA,ELK GROVE,3,2,1636,Residential,2008-05-16T00:00:00Z,250000.0,38.428852,-121.415628,250000.0,250000.0,0.28129305884364253,0.11913733922252064,0.28100309172105803,0.37402609823754995
3450 WHITNOR CT,95821,CA,SACRAMENTO,3,2,1828,Residential,2008-05-16T00:00:00Z,250000.0,38.627698,-121.369698,250000.0,250000.0,0.28129305884364253,0.11913733922252064,0.31398144967365166,0.5989526281530341
6288 LONETREE BLVD,95765,CA,ROCKLIN,0,0,0,Residential,2008-05-16T00:00:00Z,,38.804993,-121.293609,358493.5555555556,346375.0,0.4041290698843185,0.9215078439233313,0.0,-1.5425353754173043
9355 MATADOR WAY,95826,CA,SACRAMENTO,4,2,1438,Residential,2008-05-16T00:00:00Z,252000.0,38.555633,-121.350691,252000.0,252000.0,0.28355745160709617,0.13392845747082888,0.2469941600824459,0.14207061426220696
8671 SUMMER SUN WAY,95624,CA,ELK GROVE,3,2,1451,Residential,2008-05-16T00:00:00Z,255000.0,38.442845,-121.373272,255000.0,255000.0,0.28695404075227654,0.1561151348432912,0.24922706973548608,0.15730001472523453
1890 GENEVA PL,95825,CA,SACRAMENTO,3,1,1520,Residential,2008-05-16T00:00:00Z,255000.0,38.599449,-121.400305,255000.0,255000.0,0.28695404075227654,0.1561151348432912,0.2610786671246994,0.23813298641361164
1813 AVENIDA MARTINA,95747,CA,ROSEVILLE,3,2,1506,Residential,2008-05-16T00:00:00Z,255000.0,38.776649,-121.339589,255000.0,255000.0,0.28695404075227654,0.1561151348432912,0.25867399519065615,0.22173209360727425
191 BARNHART CIR,95835,CA,SACRAMENTO,4,2,2605,Residential,2008-05-16T00:00:00Z,257200.0,38.675594,-121.515878,257200.0,257200.0,0.28944487279207554,0.17238536491643025,0.44744074201305395,1.509202178904759
6221 GREEN TOP WAY,95662,CA,ORANGEVALE,3,2,1196,Residential,2008-05-16T00:00:00Z,260000.0,38.679409,-121.219107,260000.0,260000.0,0.2926150226609106,0.19309293046406178,0.2054276880796977,-0.1414305328187678
2298 PRIMROSE LN,95648,CA,LINCOLN,3,2,1621,Residential,2008-05-16T00:00:00Z,260000.0,38.89918,-121.32251399999998,260000.0,260000.0,0.2926150226609106,0.19309293046406178,0.2784266575060117,0.35645371308790275
5635 LOS PUEBLOS WAY,95835,CA,SACRAMENTO,3,2,1811,Residential,2008-05-16T00:00:00Z,263500.0,38.679191,-121.537622,263500.0,263500.0,0.2965777099969544,0.21897738739860118,0.3110614908965991,0.5790372583167672
10165 LOFTON WAY,95757,CA,ELK GROVE,3,2,1540,Residential,2008-05-16T00:00:00Z,266510.0,38.387708,-121.436522,266510.0,266510.0,0.29998562110595206,0.24123802036230507,0.26451391274476127,0.2615628332798079
1251 GREEN RAVINE DR,95648,CA,LINCOLN,4,2,0,Residential,2008-05-16T00:00:00Z,267750.0,38.88156,-121.301343,267750.0,267750.0,0.3013895446192933,0.25040851367625616,0.0,-1.5425353754173043
6001 SHOO FLY RD,95667,CA,PLACERVILLE,0,0,0,Residential,2008-05-16T00:00:00Z,270000.0,38.813546,-120.809254,270000.0,270000.0,0.30393698647817863,0.2670485217056029,0.0,-1.5425353754173043
3040 PARKHAM DR,95747,CA,ROSEVILLE,0,0,0,Residential,2008-05-16T00:00:00Z,271000.0,38.770835,-121.366996,271000.0,271000.0,0.3050691828599054,0.274444080829757,0.0,-1.5425353754173043
2674 TAM O SHANTER DR,95762,CA,EL DORADO HILLS,4,2,0,Residential,2008-05-16T00:00:00Z,272700.0,38.695801,-121.079216,272700.0,272700.0,0.30699391670884096,0.287016531340819,0.0,-1.5425353754173043
6007 MARYBELLE LN,95682,CA,SHINGLE SPRINGS,0,0,0,Unkown,2008-05-16T00:00:00Z,275000.0,38.64347,-120.888183,275000.0,275000.0,0.30959796838681264,0.3040263173263735,0.0,-1.5425353754173043
9949 NESTLING CIR,95757,CA,ELK GROVE,3,2,1543,Residential,2008-05-16T00:00:00Z,275000.0,38.397455,-121.468391,275000.0,275000.0,0.30959796838681264,0.3040263173263735,0.26502919958777055,0.26507731030973736
2915 HOLDREGE WAY,95835,CA,SACRAMENTO,5,3,2494,Residential,2008-05-16T00:00:00Z,,38.663728000000006,-121.525833,270891.6857142857,261000.0,0.3049465498175304,0.27364303612576646,0.42837512882171075,1.3791665287973696
2678 BRIARTON DR,95648,CA,LINCOLN,3,2,1650,Residential,2008-05-16T00:00:00Z,276500.0,38.844116,-121.274806,276500.0,276500.0,0.3112962629594028,0.31511965601260467,0.28340776365510134,0.39042699104388734
294 SPARROW DR,95632,CA,GALT,4,3,2214,Residential,2008-05-16T00:00:00Z,278000.0,38.258976,-121.321266,278000.0,278000.0,0.312994557531993,0.32621299469883586,0.38028169014084506,1.0511486726706218
2987 DIORITE WAY,95835,CA,SACRAMENTO,5,3,2280,Residential,2008-05-16T00:00:00Z,279000.0,38.667332,-121.528276,279000.0,279000.0,0.31412675391371986,0.33360855382298993,0.3916180006870491,1.1284671673290696
6326 APPIAN WAY,95608,CA,CARMICHAEL,3,2,1443,Residential,2008-05-16T00:00:00Z,280000.0,38.66266,-121.316858,280000.0,280000.0,0.31525895029544665,0.34100411294714406,0.24785297148746135,0.147928075978756
6905 COBALT WAY,95621,CA,CITRUS HEIGHTS,4,2,1582,Residential,2008-05-16T00:00:00Z,280000.0,38.691393,-121.305215,280000.0,280000.0,0.31525895029544665,0.34100411294714406,0.2717279285468911,0.31076551169882005
8986 HAFLINGER WAY,95757,CA,ELK GROVE,3,2,1857,Residential,2008-05-16T00:00:00Z,285000.0,38.397923,-121.450219,285000.0,285000.0,0.32091993220408066,0.37798190856791464,0.3189625558227413,0.6329259061090187
2916 BABSON DR,95758,CA,ELK GROVE,3,2,1735,Residential,2008-05-16T00:00:00Z,288000.0,38.417191,-121.473897,288000.0,288000.0,0.3243165213492611,0.40016858594037696,0.2980075575403641,0.4900038402252215
10133 NEBBIOLO CT,95624,CA,ELK GROVE,4,3,2096,Residential,2008-05-16T00:00:00Z,289000.0,38.391085,-121.347231,289000.0,289000.0,0.3254487177309879,0.4075641450645311,0.36001374098248023,0.9129125761600639
1103 COMMONS DR,95825,CA,SACRAMENTO,3,2,1720,Residential,2008-05-16T00:00:00Z,290000.0,38.56786500000001,-121.410699,290000.0,290000.0,0.32658091411271467,0.4149597041886852,0.29543112332531773,0.47243145507557427
4636 TEAL BAY CT,95843,CA,ANTELOPE,4,2,2160,Residential,2008-05-16T00:00:00Z,290000.0,38.704554,-121.354753,290000.0,290000.0,0.32658091411271467,0.4149597041886852,0.37100652696667813,0.987888086131892
1524 YOUNGS AVE,95838,CA,SACRAMENTO,4,2,1382,Residential,2008-05-16T00:00:00Z,293996.0,38.644927,-121.43054,293996.0,293996.0,0.33110517085409497,0.44451235844880504,0.23737547234627276,0.07646704303685743
865 CONRAD CT,95667,CA,PLACERVILLE,3,2,0,Residential,2008-05-16T00:00:00Z,294000.0,38.729993,-120.802458,294000.0,294000.0,0.3311096996396219,0.4445419406853017,0.0,-1.5425353754173043
8463 TERRACOTTA CT,95624,CA,ELK GROVE,4,2,1721,Residential,2008-05-16T00:00:00Z,,38.450548,-121.363002,253319.37931034484,233500.0,0.28505124808839377,0.14368600516766983,0.29560288560632086,0.4736029474188841
5747 KING RD,95650,CA,LOOMIS,4,2,1328,Residential,2008-05-16T00:00:00Z,295000.0,38.825096,-121.198432,295000.0,295000.0,0.3322418960213487,0.45193749980945574,0.2281003091721058,0.013206456498127518
8253 KEEGAN WAY,95624,CA,ELK GROVE,0,0,0,Residential,2008-05-16T00:00:00Z,298000.0,38.446286,-121.400817,298000.0,298000.0,0.3356384851665291,0.4741241771819181,0.0,-1.5425353754173043
9204 TROUT WAY,95624,CA,ELK GROVE,4,2,1982,Residential,2008-05-16T00:00:00Z,298000.0,38.422221,-121.375799,298000.0,298000.0,0.3356384851665291,0.4741241771819181,0.3404328409481278,0.7793624490227453
1828 2ND AVE,95818,CA,SACRAMENTO,2,1,1144,Residential,2008-05-16T00:00:00Z,299000.0,38.556844,-121.490769,299000.0,299000.0,0.3367706815482559,0.48151973630607225,0.19649604946753693,-0.2023481346708781
1113 COMMONS DR,95825,CA,SACRAMENTO,2,2,1623,Residential,2008-05-16T00:00:00Z,,38.567795,-121.410703,181592.8,188000.0,0.20384267451958077,-0.38677215289531475,0.27877018206801785,0.3587966977745224
2341 BIG STRIKE TRL,95614,CA,COOL,3,2,1457,Residential,2008-05-16T00:00:00Z,300000.0,38.905927,-120.975169,300000.0,300000.0,0.3379028779299827,0.4889152954302263,0.25025764342150464,0.1643289687850934
9452 RED SPRUCE WAY,95624,CA,ELK GROVE,6,3,2555,Residential,2008-05-16T00:00:00Z,300000.0,38.404505,-121.346938,300000.0,300000.0,0.3379028779299827,0.4889152954302263,0.43885262796289937,1.450627561739268
5776 TERRACE DR,95765,CA,ROCKLIN,3,2,1577,Residential,2008-05-16T00:00:00Z,300567.0,38.800539,-121.260979,300567.0,300567.0,0.33854483327842183,0.49310857745362174,0.27086911714187567,0.304908049982271
5908 MCLEAN DR,95757,CA,ELK GROVE,5,3,2592,Residential,2008-05-16T00:00:00Z,303000.0,38.38912,-121.434389,303000.0,303000.0,0.3412994670751631,0.5111019728026887,0.44520783236001377,1.4939727784417314
8215 PEREGRINE WAY,95610,CA,CITRUS HEIGHTS,3,2,1401,Residential,2008-05-16T00:00:00Z,305000.0,38.715493,-121.26293,305000.0,305000.0,0.3435638598386167,0.5258930910509969,0.2406389556853315,0.09872539755974387
1104 HILLSDALE LN,95648,CA,LINCOLN,4,2,0,Residential,2008-05-16T00:00:00Z,306000.0,38.865017,-121.32302,306000.0,306000.0,0.34469605622034355,0.533288650175151,0.0,-1.5425353754173043
2949 PANAMA AVE,95608,CA,CARMICHAEL,3,2,1502,Residential,2008-05-16T00:00:00Z,310000.0,38.618369,-121.326187,310000.0,310000.0,0.34922484174725077,0.5628708866717674,0.25798694606664374,0.217046124234035
1356 HARTLEY WAY,95630,CA,FOLSOM,3,2,1327,Residential,2008-05-16T00:00:00Z,310000.0,38.651617,-121.131674,310000.0,310000.0,0.34922484174725077,0.5628708866717674,0.2279285468911027,0.012034964154817706
633 HANISCH DR,95678,CA,ROSEVILLE,4,3,1800,Residential,2008-05-16T00:00:00Z,310000.0,38.76349,-121.275881,310000.0,310000.0,0.34922484174725077,0.5628708866717674,0.3091721058055651,0.5661508425403593
63 ANGEL ISLAND CIR,95831,CA,SACRAMENTO,4,2,2169,Residential,2008-05-16T00:00:00Z,311518.0,38.490408,-121.54766399999998,311518.0,311518.0,0.350943515854712,0.5740973454222335,0.37255238749570596,0.9984315172216803
1571 WILD OAK LN,95648,CA,LINCOLN,5,3,2457,Residential,2008-05-16T00:00:00Z,312000.0,38.844144,-121.274174,312000.0,312000.0,0.35148923451070435,0.5776620049200757,0.42201992442459635,1.3358213120949065
5222 COPPER SUNSET WAY,95742,CA,RANCHO CORDOVA,0,0,0,Residential,2008-05-16T00:00:00Z,313000.0,38.529181,-121.224755,313000.0,313000.0,0.35262143089243114,0.5850575640442298,0.0,-1.5425353754173043
5601 SPINDRIFT LN,95662,CA,ORANGEVALE,4,2,2004,Residential,2008-05-16T00:00:00Z,315000.0,38.668289,-121.192316,315000.0,315000.0,0.3548858236558848,0.5998486822925381,0.3442116111301958,0.8051352805755612
652 FIFTEEN MILE DR,95678,CA,ROSEVILLE,4,3,2212,Residential,2008-05-16T00:00:00Z,315000.0,38.775872,-121.298864,315000.0,315000.0,0.3548858236558848,0.5998486822925381,0.37993816557883886,1.0488056879840022
7921 DOE TRAIL WAY,95843,CA,ANTELOPE,5,3,3134,Residential,2008-05-16T00:00:00Z,315000.0,38.711927,-121.343608,315000.0,315000.0,0.3548858236558848,0.5998486822925381,0.5383029886636894,2.12892162851565
4204 LUSK DR,95864,CA,SACRAMENTO,3,2,1360,Residential,2008-05-16T00:00:00Z,315000.0,38.606569,-121.368424,315000.0,315000.0,0.3548858236558848,0.5998486822925381,0.23359670216420475,0.05069421148404154
5321 DELTA DR,95765,CA,ROCKLIN,4,2,0,Residential,2008-05-16T00:00:00Z,315000.0,38.815493,-121.262908,315000.0,315000.0,0.3548858236558848,0.5998486822925381,0.0,-1.5425353754173043
5608 ROSEDALE WAY,95822,CA,SACRAMENTO,3,2,1276,Residential,2008-05-16T00:00:00Z,320000.0,38.525115,-121.518689,320000.0,320000.0,0.3605468055645188,0.6368264779133086,0.21916867055994504,-0.04771114535398276
3372 BERETANIA WAY,95834,CA,SACRAMENTO,4,3,2962,Residential,2008-05-16T00:00:00Z,322000.0,38.64977,-121.53448,322000.0,322000.0,0.3628111983279724,0.6516175961616169,0.5087598763311577,1.9274249454663621
2422 STEFANIE DR,95765,CA,ROCKLIN,4,2,1888,Residential,2008-05-16T00:00:00Z,325000.0,38.82273,-121.26424,325000.0,325000.0,0.3662077874731528,0.6738042735340792,0.32428718653383715,0.6692421687516229
3232 PARKHAM DR,95747,CA,ROSEVILLE,0,0,0,Residential,2008-05-16T00:00:00Z,325500.0,38.772821,-121.364821,325500.0,325500.0,0.3667738856640162,0.6775020530961563,0.0,-1.5425353754173043
448 ELMWOOD CT,95678,CA,ROSEVILLE,3,2,0,Residential,2008-05-16T00:00:00Z,326951.0,38.771917,-121.304439,326951.0,326951.0,0.3684167026139018,0.6882330093853039,0.0,-1.5425353754173043
1214 DAWNWOOD DR,95632,CA,GALT,3,2,1548,Residential,2008-05-16T00:00:00Z,328370.0,38.290119,-121.286023,328370.0,328370.0,0.3700232892795721,0.6987273077824786,0.265888010992786,0.2709347720262864
1440 EMERALD LN,95648,CA,LINCOLN,2,2,0,Residential,2008-05-16T00:00:00Z,330000.0,38.861864,-121.267478,330000.0,330000.0,0.3718687693817868,0.7107820691548498,0.0,-1.5425353754173043
3349 CORVINA DR,95670,CA,RANCHO CORDOVA,4,3,2109,Residential,2008-05-16T00:00:00Z,330000.0,38.580545,-121.279016,330000.0,330000.0,0.3718687693817868,0.7107820691548498,0.3622466506355204,0.9281419766230915
10254 JULIANA WAY,95827,CA,SACRAMENTO,4,2,2484,Residential,2008-05-16T00:00:00Z,331200.0,38.56803,-121.309966,331200.0,331200.0,0.37322740503985896,0.7196567401038347,0.42665750601167984,1.3674516053642713
149 OPUS CIR,95834,CA,SACRAMENTO,4,3,2258,Residential,2008-05-16T00:00:00Z,332000.0,38.6354,-121.53499,332000.0,332000.0,0.3741331621452404,0.725573187403158,0.3878392305049811,1.1026943357762538
580 REGENCY PARK CIR,95835,CA,SACRAMENTO,3,3,2212,Residential,2008-05-16T00:00:00Z,334000.0,38.674864,-121.4958,334000.0,334000.0,0.37639755490869403,0.7403643056514663,0.37993816557883886,1.0488056879840022
5544 CAMAS CT,95662,CA,ORANGEVALE,3,2,1616,Residential,2008-05-16T00:00:00Z,335000.0,38.667703,-121.209456,335000.0,335000.0,0.3775297512904208,0.7477598647756203,0.2775678461009962,0.3505962513713537
5102 ARCHCREST WAY,95835,CA,SACRAMENTO,4,2,2372,Residential,2008-05-16T00:00:00Z,341000.0,38.66841,-121.494639,341000.0,341000.0,0.3843229295807816,0.792133219520545,0.40742013053933357,1.2362444629135725
5725 BALFOR RD,95765,CA,ROCKLIN,5,3,2606,Residential,2008-05-16T00:00:00Z,346375.0,38.807816,-121.270008,346375.0,346375.0,0.3904084851325632,0.8318843498128734,0.447612504294057,1.5103736712480686
7697 ROSEHALL DR,95678,CA,ROSEVILLE,5,3,0,Residential,2008-05-16T00:00:00Z,347225.0,38.79218,-121.28595,347225.0,347225.0,0.391370852057031,0.8381705750684044,0.0,-1.5425353754173043
4821 HUTSON WAY,95757,CA,ELK GROVE,5,3,2877,Residential,2008-05-16T00:00:00Z,349000.0,38.386239,-121.448159,349000.0,349000.0,0.39338050063459606,0.851297692513778,0.4941600824458949,1.827848096285028
4509 WINJE DR,95843,CA,ANTELOPE,3,2,2960,Residential,2008-05-16T00:00:00Z,350000.0,38.709513,-121.359357,350000.0,350000.0,0.39451269701632286,0.8586932516379321,0.5084163517691515,1.9250819607797425
1965 LAURELHURST LN,95648,CA,LINCOLN,2,2,0,Residential,2008-05-16T00:00:00Z,350000.0,38.853869,-121.271742,350000.0,350000.0,0.39451269701632286,0.8586932516379321,0.0,-1.5425353754173043
6709 ROSE BRIDGE DR,95678,CA,ROSEVILLE,3,2,2172,Residential,2008-05-16T00:00:00Z,350000.0,38.792461,-121.27571100000002,350000.0,350000.0,0.39451269701632286,0.8586932516379321,0.37306767433871524,1.0019459942516098
281 SPYGLASS HL,95678,CA,ROSEVILLE,3,2,2100,Condo,2008-05-16T00:00:00Z,350000.0,38.76215300000001,-121.283451,350000.0,350000.0,0.39451269701632286,0.8586932516379321,0.36070079010649264,0.9175985455333032
7709 RIVER VILLAGE DR,95831,CA,SACRAMENTO,3,2,1795,Residential,2008-05-16T00:00:00Z,351000.0,38.483212,-121.54019,351000.0,351000.0,0.3956448933980497,0.8660888107620861,0.30831329440054966,0.5602933808238102
4165 BRISBANE CIR,95762,CA,EL DORADO HILLS,3,2,0,Residential,2008-05-16T00:00:00Z,356200.0,38.686067,-121.073413,356200.0,356200.0,0.40153231458302907,0.9045457182076876,0.0,-1.5425353754173043
506 BEDFORD CT,95661,CA,ROSEVILLE,4,2,2295,Residential,2008-05-16T00:00:00Z,360000.0,38.733985,-121.236766,360000.0,360000.0,0.40583466083359093,0.9326488428794731,0.3941944349020955,1.1460395524787168
9048 PINTO CANYON WAY,95747,CA,ROSEVILLE,4,3,2577,Residential,2008-05-16T00:00:00Z,367463.0,38.792493,-121.331899,367463.0,367463.0,0.41428424243041806,0.9878419006230353,0.4426313981449674,1.4764003932920842
2274 IVY BRIDGE DR,95747,CA,ROSEVILLE,0,0,0,Residential,2008-05-16T00:00:00Z,375000.0,38.778561,-121.362008,375000.0,375000.0,0.42281760655949296,1.043582229741785,0.0,-1.5425353754173043
14004 WALNUT AVE,95690,CA,WALNUT GROVE,3,1,1727,Residential,2008-05-16T00:00:00Z,380000.0,38.24765900000001,-121.515129,380000.0,380000.0,0.428478588468127,1.0805600253625556,0.2966334592923394,0.48063190147874296
6905 FRANKFORT CT,95758,CA,ELK GROVE,3,2,1485,Residential,2008-05-16T00:00:00Z,380578.0,38.429139,-121.423444,380578.0,380578.0,0.4291329979767651,1.0848346585363164,0.2550669872895912,0.19713075439776817
3621 WINTUN DR,95608,CA,CARMICHAEL,3,2,1655,Residential,2008-05-16T00:00:00Z,386222.0,38.629929,-121.323086,386222.0,386222.0,0.43552311435523117,1.1265751942330424,0.2842665750601168,0.3962844527604364
201 KIRKLAND CT,95648,CA,LINCOLN,0,0,0,Residential,2008-05-16T00:00:00Z,389000.0,38.867125,-121.31908500000002,389000.0,389000.0,0.4386683559036682,1.1471200574799425,0.0,-1.5425353754173043
12075 APPLESBURY CT,95742,CA,RANCHO CORDOVA,0,0,0,Residential,2008-05-16T00:00:00Z,390000.0,38.5357,-121.2249,390000.0,390000.0,0.439800552285395,1.1545156166040966,0.0,-1.5425353754173043
1975 SIDESADDLE WAY,95661,CA,ROSEVILLE,3,2,2049,Residential,2008-05-16T00:00:00Z,395500.0,38.737872,-121.249025,395500.0,395500.0,0.4460276323848924,1.1951911917869442,0.35194091377533493,0.8578524360245028
5420 ALMOND FALLS WAY,95742,CA,RANCHO CORDOVA,0,0,0,Residential,2008-05-16T00:00:00Z,396000.0,38.52738400000001,-121.233531,396000.0,396000.0,0.4465937305757558,1.1988889713490214,0.0,-1.5425353754173043
9677 PILLITERI CT,95757,CA,ELK GROVE,5,3,2875,Residential,2008-05-16T00:00:00Z,397000.0,38.405571,-121.445186,397000.0,397000.0,0.44772592695748265,1.2062845304731753,0.4938165578838887,1.8255051115984084
1515 EL CAMINO VERDE DR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-16T00:00:00Z,,38.904869,-121.32075,87956.60606060606,4897.0,0.09782811454272973,-1.0792641613348635,0.0,-1.5425353754173043
556 PLATT CIR,95762,CA,EL DORADO HILLS,4,2,2199,Residential,2008-05-16T00:00:00Z,400000.0,38.656299,-121.079783,400000.0,400000.0,0.451122516102663,1.2284712078456377,0.3777052559257987,1.0335762875209746
1792 DIAMOND WOODS CIR,95747,CA,ROSEVILLE,4,3,0,Residential,2008-05-16T00:00:00Z,412500.0,38.808581,-121.32785,412500.0,412500.0,0.4652749708742481,1.3209156968975642,0.0,-1.5425353754173043
1124 PERKINS WAY,95818,CA,SACRAMENTO,2,1,1304,Residential,2008-05-16T00:00:00Z,413500.0,38.551611,-121.504437,413500.0,413500.0,0.46640716725597486,1.3283112560217183,0.2239780144280316,-0.014909359741307995
4748 SALEM WAY,95608,CA,CARMICHAEL,3,2,2334,Residential,2008-05-16T00:00:00Z,415000.0,38.634111,-121.353376,415000.0,415000.0,0.4681054618285651,1.3394045947079494,0.4008931638612161,1.1917277538677995
1484 RADCLIFFE WAY,95603,CA,AUBURN,4,3,2278,Residential,2008-05-16T00:00:00Z,420454.0,38.935579,-121.079018,420454.0,420454.0,0.4742804608945031,1.379739974171086,0.39127447612504296,1.12612418264245
51 AIKEN WAY,95819,CA,SACRAMENTO,3,1,1493,Residential,2008-05-16T00:00:00Z,425000.0,38.579326,-121.44252,425000.0,425000.0,0.4794274256458331,1.4133601859494906,0.25644108553761596,0.20650269314424669
2818 KNOLLWOOD DR,95682,CA,CAMERON PARK,3,2,0,Residential,2008-05-16T00:00:00Z,425000.0,38.669805,-120.999007,425000.0,425000.0,0.4794274256458331,1.4133601859494906,0.0,-1.5425353754173043
1536 STONEY CROSS LN,95648,CA,LINCOLN,0,0,0,Residential,2008-05-16T00:00:00Z,,38.860007,-121.310946,87956.60606060606,4897.0,0.09782811454272973,-1.0792641613348635,0.0,-1.5425353754173043
509 CASTILLIAN CT,95747,CA,ROSEVILLE,5,3,0,Residential,2008-05-16T00:00:00Z,438000.0,38.804773,-121.341195,438000.0,438000.0,0.4941459786082816,1.509502454563494,0.0,-1.5425353754173043
700 HUNTER PL,95630,CA,FOLSOM,5,3,2787,Residential,2008-05-16T00:00:00Z,441000.0,38.66051,-121.163689,441000.0,441000.0,0.49754256775346195,1.5316891319359565,0.4787014771556166,1.7224137853871448
1240 FAY CIR,95831,CA,SACRAMENTO,5,3,2824,Residential,2008-05-16T00:00:00Z,445000.0,38.506371,-121.514456,445000.0,445000.0,0.5020713532803692,1.561271368432573,0.485056681552731,1.765759002089608
1113 SANDWICK WAY,95630,CA,FOLSOM,4,3,3261,Residential,2008-05-16T00:00:00Z,446000.0,38.673882,-121.105077,446000.0,446000.0,0.503203549662096,1.568666927556727,0.5601167983510821,2.277701156115996
3108 DELWOOD WAY,95821,CA,SACRAMENTO,4,2,2053,Residential,2008-05-16T00:00:00Z,,38.621566,-121.370882,167666.66666666663,140000.0,0.1880755567481357,-0.48976369533283504,0.3526279628993473,0.862538405397742
3212 CORNICHE LN,95661,CA,ROSEVILLE,4,3,2379,Residential,2008-05-16T00:00:00Z,455000.0,38.750577,-121.232768,455000.0,455000.0,0.5133933170976372,1.635226959674114,0.4086224665063552,1.2444449093167411
2159 BECKETT DR,95762,CA,EL DORADO HILLS,3,2,0,Residential,2008-05-16T00:00:00Z,460000.0,38.680092,-121.036467,460000.0,460000.0,0.5190542990062712,1.6722047552948847,0.0,-1.5425353754173043
4320 FOUR SEASONS RD,95667,CA,PLACERVILLE,3,2,0,Residential,2008-05-16T00:00:00Z,475000.0,38.690867,-120.693641,475000.0,475000.0,0.5360372447321733,1.7831381421571963,0.0,-1.5425353754173043
6401 MARSHALL RD,95633,CA,GARDEN VALLEY,3,2,0,Residential,2008-05-16T00:00:00Z,490000.0,38.84255,-120.8754,490000.0,490000.0,0.5530201904580754,1.894071529019508,0.0,-1.5425353754173043
2089 BECKETT DR,95762,CA,EL DORADO HILLS,4,2,0,Residential,2008-05-16T00:00:00Z,493000.0,38.681778,-121.03583799999998,493000.0,493000.0,0.5564167796032558,1.9162582063919704,0.0,-1.5425353754173043
6196 EDGEHILL DR,95762,CA,EL DORADO HILLS,5,4,0,Residential,2008-05-16T00:00:00Z,508000.0,38.676131,-121.038931,508000.0,508000.0,0.5733997253291578,2.027191593254282,0.0,-1.5425353754173043
200 HILLSFORD CT,95747,CA,ROSEVILLE,0,0,0,Residential,2008-05-16T00:00:00Z,511000.0,38.780051,-121.378718,511000.0,511000.0,0.5767963144743382,2.0493782706267445,0.0,-1.5425353754173043
8217 PLUMERIA AVE,95628,CA,FAIR OAKS,3,2,3173,Residential,2008-05-16T00:00:00Z,525000.0,38.650735,-121.258628,525000.0,525000.0,0.5926470638185134,2.152916098364902,0.54500171762281,2.1746098299047327
4841 VILLAGE GREEN DR,95762,CA,EL DORADO HILLS,4,3,0,Residential,2008-05-16T00:00:00Z,,38.664066,-121.056735,498677.68421052635,471000.0,0.562845033123001,1.9582478556591942,0.0,-1.5425353754173043
3863 LAS PASAS WAY,95864,CA,SACRAMENTO,3,1,1348,Residential,2008-05-16T00:00:00Z,545000.0,38.588936,-121.373606,545000.0,545000.0,0.6152909914530496,2.3008272808479844,0.23153555479216764,0.03663630336432378
820 DANA CT,95603,CA,AUBURN,4,3,0,Residential,2008-05-16T00:00:00Z,,38.865246,-121.094869,367363.5,352727.0,0.4141715888904362,0.987106042490182,0.0,-1.5425353754173043
1165 37TH ST,95816,CA,SACRAMENTO,2,1,1252,Residential,2008-05-16T00:00:00Z,575000.0,38.568438,-121.457854,575000.0,575000.0,0.6492568829048536,2.5226940545726078,0.21504637581587083,-0.07582696159341827
203 CASCADE FALLS DR,95630,CA,FOLSOM,4,3,3229,Residential,2008-05-16T00:00:00Z,575000.0,38.703962,-121.1871,575000.0,575000.0,0.6492568829048536,2.5226940545726078,0.5546204053589832,2.2402134011300823
9880 IZILDA CT,95829,CA,SACRAMENTO,5,4,3863,Residential,2008-05-16T00:00:00Z,598695.0,38.45326,-121.32573,598695.0,598695.0,0.6760842761698702,2.6979318280194393,0.6635176915149433,2.9829395467885034
1800 AVONDALE DR,95747,CA,ROSEVILLE,5,3,0,Residential,2008-05-16T00:00:00Z,600000.0,38.798448,-121.344054,600000.0,600000.0,0.6775617924480237,2.7075830326764607,0.0,-1.5425353754173043
