street,zip,state,city,beds,baths,sq__ft,sale_date,price,latitude,longitude,price_mean,price_median,n_price_mean,s_price_mean,n_sq__ft,s_sq__ft,b_price,p_price,d_Condo,d_Multi-Family,d_Residential,d_Unkown
4240 WINJE DR,95843,CA,ANTELOPE,4,2,2504,2008-05-16T00:00:00Z,246750.0,38.70884,-121.359559,246750.0,246750.0,0.2776134206030305,0.09510177206901976,0.4300927516317417,1.3908814522304678,2,7,0.0,0.0,1.0,0.0
3569 SODA WAY,95834,CA,SACRAMENTO,0,0,0,2008-05-16T00:00:00Z,247000.0,38.63113900000001,-121.501879,247000.0,247000.0,0.27789646969846216,0.0969506618500583,0.0,-1.5425353754173043,2,7,0.0,0.0,1.0,0.0
5118 ROBANDER ST,95608,CA,CARMICHAEL,3,2,1676,2008-05-16T00:00:00Z,247000.0,38.657267,-121.310352,247000.0,247000.0,0.27789646969846216,0.0969506618500583,0.2878735829611817,0.4208857919699425,2,7,0.0,0.0,1.0,0.0
5976 KYLENCH CT,95621,CA,CITRUS HEIGHTS,3,2,1367,2008-05-16T00:00:00Z,249000.0,38.708966,-121.32467,249000.0,249000.0,0.2801608624619157,0.11174178009836652,0.2347990381312264,0.05889465788721024,2,7,0.0,0.0,1.0,0.0
9247 DELAIR WAY,95758,CA,ELK GROVE,4,3,1899,2008-05-16T00:00:00Z,249000.0,38.422241,-121.458022,249000.0,249000.0,0.2801608624619157,0.11174178009836652,0.3261765716248712,0.6821285845280308,2,7,0.0,0.0,1.0,0.0
9054 DESCENDANT DR,95758,CA,ELK GROVE,3,2,1636,2008-05-16T00:00:00Z,250000.0,38.428852,-121.415628,250000.0,250000.0,0.2812930588436425,0.11913733922252065,0.28100309172105803,0.37402609823754995,2,7,0.0,0.0,1.0,0.0
3450 WHITNOR CT,95821,CA,SACRAMENTO,3,2,1828,2008-05-16T00:00:00Z,250000.0,38.627698,-121.369698,250000.0,250000.0,0.2812930588436425,0.11913733922252065,0.3139814496736517,0.5989526281530341,2,7,0.0,0.0,1.0,0.0
6288 LONETREE BLVD,95765,CA,ROCKLIN,0,0,0,2008-05-16T00:00:00Z,,38.804993,-121.293609,358493.5555555556,346375.0,0.4041290698843185,0.9215078439233312,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
9355 MATADOR WAY,95826,CA,SACRAMENTO,4,2,1438,2008-05-16T00:00:00Z,252000.0,38.555633,-121.350691,252000.0,252000.0,0.28355745160709617,0.13392845747082888,0.2469941600824459,0.14207061426220696,2,7,0.0,0.0,1.0,0.0
8671 SUMMER SUN WAY,95624,CA,ELK GROVE,3,2,1451,2008-05-16T00:00:00Z,255000.0,38.442845,-121.373272,255000.0,255000.0,0.2869540407522765,0.1561151348432912,0.2492270697354861,0.15730001472523453,2,7,0.0,0.0,1.0,0.0
1890 GENEVA PL,95825,CA,SACRAMENTO,3,1,1520,2008-05-16T00:00:00Z,255000.0,38.599449,-121.400305,255000.0,255000.0,0.2869540407522765,0.1561151348432912,0.2610786671246994,0.2381329864136117,2,7,0.0,0.0,1.0,0.0
1813 AVENIDA MARTINA,95747,CA,ROSEVILLE,3,2,1506,2008-05-16T00:00:00Z,255000.0,38.776649,-121.339589,255000.0,255000.0,0.2869540407522765,0.1561151348432912,0.2586739951906561,0.22173209360727425,2,7,0.0,0.0,1.0,0.0
191 BARNHART CIR,95835,CA,SACRAMENTO,4,2,2605,2008-05-16T00:00:00Z,257200.0,38.675594,-121.515878,257200.0,257200.0,0.28944487279207554,0.17238536491643025,0.44744074201305395,1.509202178904759,2,7,0.0,0.0,1.0,0.0
6221 GREEN TOP WAY,95662,CA,ORANGEVALE,3,2,1196,2008-05-16T00:00:00Z,260000.0,38.679409,-121.219107,260000.0,260000.0,0.2926150226609106,0.19309293046406176,0.2054276880796977,-0.1414305328187678,2,7,0.0,0.0,1.0,0.0
2298 PRIMROSE LN,95648,CA,LINCOLN,3,2,1621,2008-05-16T00:00:00Z,260000.0,38.89918,-121.32251399999998,260000.0,260000.0,0.2926150226609106,0.19309293046406176,0.2784266575060117,0.35645371308790275,2,7,0.0,0.0,1.0,0.0
5635 LOS PUEBLOS WAY,95835,CA,SACRAMENTO,3,2,1811,2008-05-16T00:00:00Z,263500.0,38.679191,-121.537622,263500.0,263500.0,0.2965777099969544,0.2189773873986012,0.3110614908965991,0.5790372583167672,2,7,0.0,0.0,1.0,0.0
10165 LOFTON WAY,95757,CA,ELK GROVE,3,2,1540,2008-05-16T00:00:00Z,266510.0,38.387708,-121.436522,266510.0,266510.0,0.2999856211059521,0.2412380203623051,0.2645139127447613,0.2615628332798079,2,7,0.0,0.0,1.0,0.0
1251 GREEN RAVINE DR,95648,CA,LINCOLN,4,2,0,2008-05-16T00:00:00Z,267750.0,38.88156,-121.301343,267750.0,267750.0,0.3013895446192933,0.25040851367625616,0.0,-1.5425353754173043,2,7,0.0,0.0,1.0,0.0
6001 SHOO FLY RD,95667,CA,PLACERVILLE,0,0,0,2008-05-16T00:00:00Z,270000.0,38.813546,-120.809254,270000.0,270000.0,0.30393698647817863,0.2670485217056029,0.0,-1.5425353754173043,2,7,0.0,0.0,1.0,0.0
3040 PARKHAM DR,95747,CA,ROSEVILLE,0,0,0,2008-05-16T00:00:00Z,271000.0,38.770835,-121.366996,271000.0,271000.0,0.3050691828599054,0.274444080829757,0.0,-1.5425353754173043,2,7,0.0,0.0,1.0,0.0
2674 TAM O SHANTER DR,95762,CA,EL DORADO HILLS,4,2,0,2008-05-16T00:00:00Z,272700.0,38.695801,-121.079216,272700.0,272700.0,0.30699391670884096,0.2870165313408189,0.0,-1.5425353754173043,2,7,0.0,0.0,1.0,0.0
6007 MARYBELLE LN,95682,CA,SHINGLE SPRINGS,0,0,0,2008-05-16T00:00:00Z,275000.0,38.64347,-120.888183,275000.0,275000.0,0.30959796838681264,0.3040263173263735,0.0,-1.5425353754173043,2,7,0.0,0.0,0.0,1.0
9949 NESTLING CIR,95757,CA,ELK GROVE,3,2,1543,2008-05-16T00:00:00Z,275000.0,38.397455,-121.468391,275000.0,275000.0,0.30959796838681264,0.3040263173263735,0.2650291995877705,0.26507731030973736,2,7,0.0,0.0,1.0,0.0
2915 HOLDREGE WAY,95835,CA,SACRAMENTO,5,3,2494,2008-05-16T00:00:00Z,,38.663728000000006,-121.525833,270891.6857142857,261000.0,0.3049465498175304,0.2736430361257665,0.4283751288217108,1.3791665287973696,2,7,0.0,0.0,1.0,0.0
2678 BRIARTON DR,95648,CA,LINCOLN,3,2,1650,2008-05-16T00:00:00Z,276500.0,38.844116,-121.274806,276500.0,276500.0,0.3112962629594028,0.3151196560126047,0.2834077636551013,0.39042699104388734,2,8,0.0,0.0,1.0,0.0
294 SPARROW DR,95632,CA,GALT,4,3,2214,2008-05-16T00:00:00Z,278000.0,38.258976,-121.321266,278000.0,278000.0,0.31299455753199296,0.32621299469883586,0.38028169014084506,1.0511486726706218,2,8,0.0,0.0,1.0,0.0
2987 DIORITE WAY,95835,CA,SACRAMENTO,5,3,2280,2008-05-16T00:00:00Z,279000.0,38.667332,-121.528276,279000.0,279000.0,0.31412675391371986,0.33360855382298993,0.3916180006870491,1.1284671673290696,2,8,0.0,0.0,1.0,0.0
6326 APPIAN WAY,95608,CA,CARMICHAEL,3,2,1443,2008-05-16T00:00:00Z,280000.0,38.66266,-121.316858,280000.0,280000.0,0.31525895029544665,0.3410041129471441,0.2478529714874613,0.147928075978756,2,8,0.0,0.0,1.0,0.0
6905 COBALT WAY,95621,CA,CITRUS HEIGHTS,4,2,1582,2008-05-16T00:00:00Z,280000.0,38.691393,-121.305215,280000.0,280000.0,0.31525895029544665,0.3410041129471441,0.2717279285468911,0.31076551169882005,2,8,0.0,0.0,1.0,0.0
8986 HAFLINGER WAY,95757,CA,ELK GROVE,3,2,1857,2008-05-16T00:00:00Z,285000.0,38.397923,-121.450219,285000.0,285000.0,0.32091993220408066,0.3779819085679145,0.3189625558227413,0.6329259061090187,2,8,0.0,0.0,1.0,0.0
2916 BABSON DR,95758,CA,ELK GROVE,3,2,1735,2008-05-16T00:00:00Z,288000.0,38.417191,-121.473897,288000.0,288000.0,0.3243165213492611,0.40016858594037696,0.2980075575403641,0.4900038402252215,2,8,0.0,0.0,1.0,0.0
10133 NEBBIOLO CT,95624,CA,ELK GROVE,4,3,2096,2008-05-16T00:00:00Z,289000.0,38.391085,-121.347231,289000.0,289000.0,0.3254487177309879,0.4075641450645311,0.36001374098248023,0.912912576160064,2,8,0.0,0.0,1.0,0.0
1103 COMMONS DR,95825,CA,SACRAMENTO,3,2,1720,2008-05-16T00:00:00Z,290000.0,38.56786500000001,-121.410699,290000.0,290000.0,0.3265809141127147,0.4149597041886852,0.2954311233253177,0.4724314550755743,2,8,0.0,0.0,1.0,0.0
4636 TEAL BAY CT,95843,CA,ANTELOPE,4,2,2160,2008-05-16T00:00:00Z,290000.0,38.704554,-121.354753,290000.0,290000.0,0.3265809141127147,0.4149597041886852,0.3710065269666781,0.987888086131892,2,8,0.0,0.0,1.0,0.0
1524 YOUNGS AVE,95838,CA,SACRAMENTO,4,2,1382,2008-05-16T00:00:00Z,293996.0,38.644927,-121.43054,293996.0,293996.0,0.33110517085409497,0.4445123584488049,0.2373754723462728,0.07646704303685742,2,8,0.0,0.0,1.0,0.0
865 CONRAD CT,95667,CA,PLACERVILLE,3,2,0,2008-05-16T00:00:00Z,294000.0,38.729993,-120.802458,294000.0,294000.0,0.3311096996396219,0.4445419406853017,0.0,-1.5425353754173043,2,8,0.0,0.0,1.0,0.0
8463 TERRACOTTA CT,95624,CA,ELK GROVE,4,2,1721,2008-05-16T00:00:00Z,,38.450548,-121.363002,253319.37931034484,233500.0,0.28505124808839377,0.14368600516766986,0.2956028856063209,0.4736029474188841,2,7,0.0,0.0,1.0,0.0
5747 KING RD,95650,CA,LOOMIS,4,2,1328,2008-05-16T00:00:00Z,295000.0,38.825096,-121.198432,295000.0,295000.0,0.3322418960213487,0.4519374998094557,0.2281003091721058,0.013206456498127518,2,8,0.0,0.0,1.0,0.0
8253 KEEGAN WAY,95624,CA,ELK GROVE,0,0,0,2008-05-16T00:00:00Z,298000.0,38.446286,-121.400817,298000.0,298000.0,0.3356384851665291,0.4741241771819181,0.0,-1.5425353754173043,2,8,0.0,0.0,1.0,0.0
9204 TROUT WAY,95624,CA,ELK GROVE,4,2,1982,2008-05-16T00:00:00Z,298000.0,38.422221,-121.375799,298000.0,298000.0,0.3356384851665291,0.4741241771819181,0.3404328409481278,0.7793624490227453,2,8,0.0,0.0,1.0,0.0
1828 2ND AVE,95818,CA,SACRAMENTO,2,1,1144,2008-05-16T00:00:00Z,299000.0,38.556844,-121.490769,299000.0,299000.0,0.3367706815482559,0.4815197363060722,0.19649604946753693,-0.2023481346708781,2,8,0.0,0.0,1.0,0.0
1113 COMMONS DR,95825,CA,SACRAMENTO,2,2,1623,2008-05-16T00:00:00Z,,38.567795,-121.410703,181592.8,188000.0,0.2038426745195808,-0.3867721528953148,0.27877018206801785,0.3587966977745224,2,4,0.0,0.0,1.0,0.0
2341 BIG STRIKE TRL,95614,CA,COOL,3,2,1457,2008-05-16T00:00:00Z,300000.0,38.905927,-120.975169,300000.0,300000.0,0.3379028779299827,0.4889152954302263,0.25025764342150464,0.1643289687850934,2,8,0.0,0.0,1.0,0.0
9452 RED SPRUCE WAY,95624,CA,ELK GROVE,6,3,2555,2008-05-16T00:00:00Z,300000.0,38.404505,-121.346938,300000.0,300000.0,0.3379028779299827,0.4889152954302263,0.43885262796289937,1.450627561739268,2,8,0.0,0.0,1.0,0.0
5776 TERRACE DR,95765,CA,ROCKLIN,3,2,1577,2008-05-16T00:00:00Z,300567.0,38.800539,-121.260979,300567.0,300567.0,0.33854483327842183,0.4931085774536218,0.2708691171418757,0.304908049982271,2,8,0.0,0.0,1.0,0.0
5908 MCLEAN DR,95757,CA,ELK GROVE,5,3,2592,2008-05-16T00:00:00Z,303000.0,38.38912,-121.434389,303000.0,303000.0,0.3412994670751631,0.5111019728026887,0.44520783236001377,1.4939727784417314,2,8,0.0,0.0,1.0,0.0
8215 PEREGRINE WAY,95610,CA,CITRUS HEIGHTS,3,2,1401,2008-05-16T00:00:00Z,305000.0,38.715493,-121.26293,305000.0,305000.0,0.3435638598386167,0.5258930910509969,0.2406389556853315,0.09872539755974387,2,8,0.0,0.0,1.0,0.0
1104 HILLSDALE LN,95648,CA,LINCOLN,4,2,0,2008-05-16T00:00:00Z,306000.0,38.865017,-121.32302,306000.0,306000.0,0.34469605622034355,0.533288650175151,0.0,-1.5425353754173043,2,8,0.0,0.0,1.0,0.0
2949 PANAMA AVE,95608,CA,CARMICHAEL,3,2,1502,2008-05-16T00:00:00Z,310000.0,38.618369,-121.326187,310000.0,310000.0,0.3492248417472508,0.5628708866717674,0.2579869460666437,0.21704612423403505,2,8,0.0,0.0,1.0,0.0
1356 HARTLEY WAY,95630,CA,FOLSOM,3,2,1327,2008-05-16T00:00:00Z,310000.0,38.651617,-121.131674,310000.0,310000.0,0.3492248417472508,0.5628708866717674,0.2279285468911027,0.012034964154817706,2,8,0.0,0.0,1.0,0.0
633 HANISCH DR,95678,CA,ROSEVILLE,4,3,1800,2008-05-16T00:00:00Z,310000.0,38.76349,-121.275881,310000.0,310000.0,0.3492248417472508,0.5628708866717674,0.3091721058055651,0.5661508425403593,2,8,0.0,0.0,1.0,0.0
63 ANGEL ISLAND CIR,95831,CA,SACRAMENTO,4,2,2169,2008-05-16T00:00:00Z,311518.0,38.490408,-121.54766399999998,311518.0,311518.0,0.350943515854712,0.5740973454222335,0.372552387495706,0.9984315172216804,2,8,0.0,0.0,1.0,0.0
1571 WILD OAK LN,95648,CA,LINCOLN,5,3,2457,2008-05-16T00:00:00Z,312000.0,38.844144,-121.274174,312000.0,312000.0,0.35148923451070435,0.5776620049200757,0.4220199244245964,1.3358213120949065,2,8,0.0,0.0,1.0,0.0
5222 COPPER SUNSET WAY,95742,CA,RANCHO CORDOVA,0,0,0,2008-05-16T00:00:00Z,313000.0,38.529181,-121.224755,313000.0,313000.0,0.35262143089243114,0.5850575640442298,0.0,-1.5425353754173043,2,8,0.0,0.0,1.0,0.0
5601 SPINDRIFT LN,95662,CA,ORANGEVALE,4,2,2004,2008-05-16T00:00:00Z,315000.0,38.668289,-121.192316,315000.0,315000.0,0.3548858236558848,0.5998486822925381,0.3442116111301958,0.8051352805755612,2,8,0.0,0.0,1.0,0.0
652 FIFTEEN MILE DR,95678,CA,ROSEVILLE,4,3,2212,2008-05-16T00:00:00Z,315000.0,38.775872,-121.298864,315000.0,315000.0,0.3548858236558848,0.5998486822925381,0.3799381655788389,1.0488056879840022,2,8,0.0,0.0,1.0,0.0
7921 DOE TRAIL WAY,95843,CA,ANTELOPE,5,3,3134,2008-05-16T00:00:00Z,315000.0,38.711927,-121.343608,315000.0,315000.0,0.3548858236558848,0.5998486822925381,0.5383029886636894,2.1289216285156503,2,8,0.0,0.0,1.0,0.0
4204 LUSK DR,95864,CA,SACRAMENTO,3,2,1360,2008-05-16T00:00:00Z,315000.0,38.606569,-121.368424,315000.0,315000.0,0.3548858236558848,0.5998486822925381,0.23359670216420475,0.05069421148404154,2,8,0.0,0.0,1.0,0.0
5321 DELTA DR,95765,CA,ROCKLIN,4,2,0,2008-05-16T00:00:00Z,315000.0,38.815493,-121.262908,315000.0,315000.0,0.3548858236558848,0.5998486822925381,0.0,-1.5425353754173043,2,8,0.0,0.0,1.0,0.0
5608 ROSEDALE WAY,95822,CA,SACRAMENTO,3,2,1276,2008-05-16T00:00:00Z,320000.0,38.525115,-121.518689,320000.0,320000.0,0.3605468055645188,0.6368264779133086,0.21916867055994504,-0.04771114535398276,2,8,0.0,0.0,1.0,0.0
3372 BERETANIA WAY,95834,CA,SACRAMENTO,4,3,2962,2008-05-16T00:00:00Z,322000.0,38.64977,-121.53448,322000.0,322000.0,0.3628111983279724,0.6516175961616169,0.5087598763311577,1.927424945466362,2,8,0.0,0.0,1.0,0.0
2422 STEFANIE DR,95765,CA,ROCKLIN,4,2,1888,2008-05-16T00:00:00Z,325000.0,38.82273,-121.26424,325000.0,325000.0,0.3662077874731528,0.6738042735340792,0.32428718653383715,0.6692421687516229,2,8,0.0,0.0,1.0,0.0
3232 PARKHAM DR,95747,CA,ROSEVILLE,0,0,0,2008-05-16T00:00:00Z,325500.0,38.772821,-121.364821,325500.0,325500.0,0.3667738856640162,0.6775020530961563,0.0,-1.5425353754173043,2,8,0.0,0.0,1.0,0.0
448 ELMWOOD CT,95678,CA,ROSEVILLE,3,2,0,2008-05-16T00:00:00Z,326951.0,38.771917,-121.304439,326951.0,326951.0,0.3684167026139018,0.6882330093853039,0.0,-1.5425353754173043,2,8,0.0,0.0,1.0,0.0
1214 DAWNWOOD DR,95632,CA,GALT,3,2,1548,2008-05-16T00:00:00Z,328370.0,38.290119,-121.286023,328370.0,328370.0,0.3700232892795721,0.6987273077824786,0.26588801099278603,0.2709347720262864,2,8,0.0,0.0,1.0,0.0
1440 EMERALD LN,95648,CA,LINCOLN,2,2,0,2008-05-16T00:00:00Z,330000.0,38.861864,-121.267478,330000.0,330000.0,0.3718687693817868,0.7107820691548498,0.0,-1.5425353754173043,2,9,0.0,0.0,1.0,0.0
3349 CORVINA DR,95670,CA,RANCHO CORDOVA,4,3,2109,2008-05-16T00:00:00Z,330000.0,38.580545,-121.279016,330000.0,330000.0,0.3718687693817868,0.7107820691548498,0.3622466506355204,0.9281419766230916,2,9,0.0,0.0,1.0,0.0
10254 JULIANA WAY,95827,CA,SACRAMENTO,4,2,2484,2008-05-16T00:00:00Z,331200.0,38.56803,-121.309966,331200.0,331200.0,0.37322740503985896,0.7196567401038347,0.42665750601167984,1.3674516053642711,2,9,0.0,0.0,1.0,0.0
149 OPUS CIR,95834,CA,SACRAMENTO,4,3,2258,2008-05-16T00:00:00Z,332000.0,38.6354,-121.53499,332000.0,332000.0,0.3741331621452404,0.7255731874031579,0.3878392305049811,1.1026943357762538,2,9,0.0,0.0,1.0,0.0
580 REGENCY PARK CIR,95835,CA,SACRAMENTO,3,3,2212,2008-05-16T00:00:00Z,334000.0,38.674864,-121.4958,334000.0,334000.0,0.376397554908694,0.7403643056514663,0.3799381655788389,1.0488056879840022,2,9,0.0,0.0,1.0,0.0
5544 CAMAS CT,95662,CA,ORANGEVALE,3,2,1616,2008-05-16T00:00:00Z,335000.0,38.667703,-121.209456,335000.0,335000.0,0.3775297512904208,0.7477598647756203,0.2775678461009962,0.3505962513713537,2,9,0.0,0.0,1.0,0.0
5102 ARCHCREST WAY,95835,CA,SACRAMENTO,4,2,2372,2008-05-16T00:00:00Z,341000.0,38.66841,-121.494639,341000.0,341000.0,0.3843229295807816,0.792133219520545,0.4074201305393336,1.2362444629135725,2,9,0.0,0.0,1.0,0.0
5725 BALFOR RD,95765,CA,ROCKLIN,5,3,2606,2008-05-16T00:00:00Z,346375.0,38.807816,-121.270008,346375.0,346375.0,0.3904084851325632,0.8318843498128734,0.447612504294057,1.5103736712480686,2,9,0.0,0.0,1.0,0.0
7697 ROSEHALL DR,95678,CA,ROSEVILLE,5,3,0,2008-05-16T00:00:00Z,347225.0,38.79218,-121.28595,347225.0,347225.0,0.39137085205703104,0.8381705750684044,0.0,-1.5425353754173043,2,9,0.0,0.0,1.0,0.0
4821 HUTSON WAY,95757,CA,ELK GROVE,5,3,2877,2008-05-16T00:00:00Z,349000.0,38.386239,-121.448159,349000.0,349000.0,0.3933805006345961,0.851297692513778,0.4941600824458949,1.827848096285028,2,9,0.0,0.0,1.0,0.0
4509 WINJE DR,95843,CA,ANTELOPE,3,2,2960,2008-05-16T00:00:00Z,350000.0,38.709513,-121.359357,350000.0,350000.0,0.3945126970163229,0.8586932516379321,0.5084163517691515,1.9250819607797425,2,9,0.0,0.0,1.0,0.0
1965 LAURELHURST LN,95648,CA,LINCOLN,2,2,0,2008-05-16T00:00:00Z,350000.0,38.853869,-121.271742,350000.0,350000.0,0.3945126970163229,0.8586932516379321,0.0,-1.5425353754173043,2,9,0.0,0.0,1.0,0.0
6709 ROSE BRIDGE DR,95678,CA,ROSEVILLE,3,2,2172,2008-05-16T00:00:00Z,350000.0,38.792461,-121.27571100000002,350000.0,350000.0,0.3945126970163229,0.8586932516379321,0.3730676743387152,1.0019459942516098,2,9,0.0,0.0,1.0,0.0
281 SPYGLASS HL,95678,CA,ROSEVILLE,3,2,2100,2008-05-16T00:00:00Z,350000.0,38.76215300000001,-121.283451,350000.0,350000.0,0.3945126970163229,0.8586932516379321,0.36070079010649264,0.9175985455333032,2,9,1.0,0.0,0.0,0.0
7709 RIVER VILLAGE DR,95831,CA,SACRAMENTO,3,2,1795,2008-05-16T00:00:00Z,351000.0,38.483212,-121.54019,351000.0,351000.0,0.3956448933980497,0.8660888107620861,0.3083132944005497,0.5602933808238102,2,9,0.0,0.0,1.0,0.0
4165 BRISBANE CIR,95762,CA,EL DORADO HILLS,3,2,0,2008-05-16T00:00:00Z,356200.0,38.686067,-121.073413,356200.0,356200.0,0.40153231458302907,0.9045457182076876,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
506 BEDFORD CT,95661,CA,ROSEVILLE,4,2,2295,2008-05-16T00:00:00Z,360000.0,38.733985,-121.236766,360000.0,360000.0,0.4058346608335909,0.9326488428794732,0.3941944349020955,1.1460395524787168,3,9,0.0,0.0,1.0,0.0
9048 PINTO CANYON WAY,95747,CA,ROSEVILLE,4,3,2577,2008-05-16T00:00:00Z,367463.0,38.792493,-121.331899,367463.0,367463.0,0.4142842424304181,0.9878419006230352,0.4426313981449674,1.4764003932920842,3,9,0.0,0.0,1.0,0.0
2274 IVY BRIDGE DR,95747,CA,ROSEVILLE,0,0,0,2008-05-16T00:00:00Z,375000.0,38.778561,-121.362008,375000.0,375000.0,0.42281760655949296,1.0435822297417852,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
14004 WALNUT AVE,95690,CA,WALNUT GROVE,3,1,1727,2008-05-16T00:00:00Z,380000.0,38.24765900000001,-121.515129,380000.0,380000.0,0.42847858846812703,1.0805600253625556,0.2966334592923394,0.48063190147874296,3,9,0.0,0.0,1.0,0.0
6905 FRANKFORT CT,95758,CA,ELK GROVE,3,2,1485,2008-05-16T00:00:00Z,380578.0,38.429139,-121.423444,380578.0,380578.0,0.4291329979767651,1.0848346585363164,0.2550669872895912,0.19713075439776812,3,9,0.0,0.0,1.0,0.0
3621 WINTUN DR,95608,CA,CARMICHAEL,3,2,1655,2008-05-16T00:00:00Z,386222.0,38.629929,-121.323086,386222.0,386222.0,0.4355231143552312,1.1265751942330424,0.2842665750601168,0.3962844527604364,3,9,0.0,0.0,1.0,0.0
201 KIRKLAND CT,95648,CA,LINCOLN,0,0,0,2008-05-16T00:00:00Z,389000.0,38.867125,-121.31908500000002,389000.0,389000.0,0.4386683559036682,1.1471200574799425,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
12075 APPLESBURY CT,95742,CA,RANCHO CORDOVA,0,0,0,2008-05-16T00:00:00Z,390000.0,38.5357,-121.2249,390000.0,390000.0,0.4398005522853951,1.1545156166040966,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
1975 SIDESADDLE WAY,95661,CA,ROSEVILLE,3,2,2049,2008-05-16T00:00:00Z,395500.0,38.737872,-121.249025,395500.0,395500.0,0.4460276323848924,1.1951911917869442,0.3519409137753349,0.8578524360245028,3,9,0.0,0.0,1.0,0.0
5420 ALMOND FALLS WAY,95742,CA,RANCHO CORDOVA,0,0,0,2008-05-16T00:00:00Z,396000.0,38.52738400000001,-121.233531,396000.0,396000.0,0.4465937305757558,1.1988889713490214,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
9677 PILLITERI CT,95757,CA,ELK GROVE,5,3,2875,2008-05-16T00:00:00Z,397000.0,38.405571,-121.445186,397000.0,397000.0,0.44772592695748265,1.2062845304731753,0.4938165578838887,1.8255051115984084,3,9,0.0,0.0,1.0,0.0
1515 EL CAMINO VERDE DR,95648,CA,LINCOLN,0,0,0,2008-05-16T00:00:00Z,,38.904869,-121.32075,87956.60606060606,4897.0,0.09782811454272973,-1.0792641613348637,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
556 PLATT CIR,95762,CA,EL DORADO HILLS,4,2,2199,2008-05-16T00:00:00Z,400000.0,38.656299,-121.079783,400000.0,400000.0,0.451122516102663,1.2284712078456377,0.3777052559257987,1.0335762875209746,3,9,0.0,0.0,1.0,0.0
1792 DIAMOND WOODS CIR,95747,CA,ROSEVILLE,4,3,0,2008-05-16T00:00:00Z,412500.0,38.808581,-121.32785,412500.0,412500.0,0.4652749708742481,1.3209156968975642,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
1124 PERKINS WAY,95818,CA,SACRAMENTO,2,1,1304,2008-05-16T00:00:00Z,413500.0,38.551611,-121.504437,413500.0,413500.0,0.4664071672559749,1.3283112560217183,0.2239780144280316,-0.014909359741307996,3,10,0.0,0.0,1.0,0.0
4748 SALEM WAY,95608,CA,CARMICHAEL,3,2,2334,2008-05-16T00:00:00Z,415000.0,38.634111,-121.353376,415000.0,415000.0,0.4681054618285651,1.3394045947079494,0.4008931638612161,1.1917277538677995,3,10,0.0,0.0,1.0,0.0
1484 RADCLIFFE WAY,95603,CA,AUBURN,4,3,2278,2008-05-16T00:00:00Z,420454.0,38.935579,-121.079018,420454.0,420454.0,0.4742804608945031,1.3797399741710858,0.39127447612504296,1.12612418264245,3,10,0.0,0.0,1.0,0.0
51 AIKEN WAY,95819,CA,SACRAMENTO,3,1,1493,2008-05-16T00:00:00Z,425000.0,38.579326,-121.44252,425000.0,425000.0,0.4794274256458331,1.4133601859494906,0.256441085537616,0.20650269314424669,3,10,0.0,0.0,1.0,0.0
2818 KNOLLWOOD DR,95682,CA,CAMERON PARK,3,2,0,2008-05-16T00:00:00Z,425000.0,38.669805,-120.999007,425000.0,425000.0,0.4794274256458331,1.4133601859494906,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
1536 STONEY CROSS LN,95648,CA,LINCOLN,0,0,0,2008-05-16T00:00:00Z,,38.860007,-121.310946,87956.60606060606,4897.0,0.09782811454272973,-1.0792641613348637,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
509 CASTILLIAN CT,95747,CA,ROSEVILLE,5,3,0,2008-05-16T00:00:00Z,438000.0,38.804773,-121.341195,438000.0,438000.0,0.4941459786082816,1.509502454563494,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
700 HUNTER PL,95630,CA,FOLSOM,5,3,2787,2008-05-16T00:00:00Z,441000.0,38.66051,-121.163689,441000.0,441000.0,0.49754256775346206,1.5316891319359565,0.4787014771556166,1.7224137853871448,3,10,0.0,0.0,1.0,0.0
1240 FAY CIR,95831,CA,SACRAMENTO,5,3,2824,2008-05-16T00:00:00Z,445000.0,38.506371,-121.514456,445000.0,445000.0,0.5020713532803692,1.5612713684325734,0.485056681552731,1.765759002089608,3,10,0.0,0.0,1.0,0.0
1113 SANDWICK WAY,95630,CA,FOLSOM,4,3,3261,2008-05-16T00:00:00Z,446000.0,38.673882,-121.105077,446000.0,446000.0,0.503203549662096,1.5686669275567269,0.5601167983510821,2.277701156115996,3,10,0.0,0.0,1.0,0.0
3108 DELWOOD WAY,95821,CA,SACRAMENTO,4,2,2053,2008-05-16T00:00:00Z,,38.621566,-121.370882,167666.66666666663,140000.0,0.1880755567481357,-0.48976369533283504,0.3526279628993473,0.8625384053977421,1,4,0.0,0.0,1.0,0.0
